"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",155900166,0,68839927,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",135841192,0,550719416,0
"kanzi.entropy.CMPredictor.update(int)",66678993,0,550719416,0
"kanzi.entropy.CMPredictor.get()",62862074,0,550719416,0
"java.lang.Thread.yield()",61302004,0,111895916,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",20487157,0,763,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",20434371,0,1526,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",19312207,32867,762,1
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",17372929,0,150326544,0
"kanzi.transform.TextCodec.isText(byte)",9463804,15240674,-669101,100005616
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",9177164,0,763,0
"java.util.concurrent.atomic.AtomicInteger.get()",8161268,0,111897595,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6936595,0,763,0
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",5303245,0,7984882,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",4454279,2221062,1182535,1170187
"kanzi.transform.TextCodec.isLowerCase(byte)",4279705,7055582,-669101,100005616
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2775728,0,25027452,0
"kanzi.util.hash.XXHash32.round(int, int)",2694347,0,25000000,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",2277840,3320133,10201273,30272617
"kanzi.entropy.BinaryEntropyEncoder.flush()",1912320,0,7572068,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1159025,0,10016010,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",843069,0,7572068,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",832794,0,761,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",774133,0,4724881,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",761898,683166,762,1
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",696373,1403889,978904,1382349
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",582934,39947,4931584,524288
"kanzi.transform.TextCodec.isDelimiter(byte)",439082,1082185,-103594,13861126
"kanzi.transform.DivSufSort$Stack.pop()",375337,404963,1825449,3947293
"kanzi.transform.DivSufSort.ssIlg(int)",182687,89948,1083467,879443
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",162658,147014,762,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",161888,197945,337125,895009
"kanzi.transform.DivSufSort.trIlg(int)",157987,287614,635948,2923260
"kanzi.transform.DivSufSort.trSort(int, int)",152573,232047,762,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",105423,243889,63070,2539457
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",82992,38273,-265,1028
"kanzi.entropy.CMPredictor.<init>()",82115,0,763,0
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",73466,600885,587408,2977117
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",37967,63508,89553,447834
"kanzi.transform.DivSufSort$TRBudget.check(int)",35522,109845,-30741,1121148
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",35516,73526,161628,543208
"kanzi.transform.DivSufSort.<init>()",28864,0,763,0
"java.util.Arrays.fill(int[ ], int)",28234,0,195481,0
"kanzi.transform.DivSufSort.reset()",27810,0,763,0
