"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",98537233,0,75891744,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",87626654,0,607133952,0
"kanzi.entropy.CMPredictor.update(int)",43575842,0,607133952,0
"kanzi.entropy.CMPredictor.get()",42307550,0,607133952,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",11700782,0,6104,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",8784795,0,12208,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",7015098,0,103217210,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",5872029,0,6104,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",3696756,0,6072,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",2790333,39947,43000832,524288
"java.lang.Thread.yield()",2627042,0,4970744,0
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",2241141,0,6143684,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",2065024,2221062,1912169,1170187
"kanzi.entropy.BinaryEntropyEncoder.flush()",1391273,0,9132056,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",1239837,683166,6103,1
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",815079,32867,6103,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",618789,0,9132056,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",606290,0,9027099,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",472558,0,4666537,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",398022,147014,6103,1
"kanzi.entropy.CMPredictor.<init>()",390107,0,6104,0
"java.util.concurrent.atomic.AtomicInteger.get()",342468,0,4986004,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",311692,3320133,11861195,30272617
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",310594,6502,2008519,21149
"java.io.PrintStream.println(java.lang.String)",246513,0,24440,0
"kanzi.transform.DivSufSort.ssIlg(int)",158913,89948,1916424,879443
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",136174,0,2,0
"kanzi.transform.DivSufSort.<init>()",133630,0,6104,0
"java.util.Arrays.fill(int[ ], int)",131184,0,1565676,0
"kanzi.transform.DivSufSort$Stack.pop()",115192,404963,1897542,3947293
"kanzi.transform.DivSufSort$StackElement.<init>(kanzi.transform.DivSufSort$1)",101942,0,683648,0
"java.io.PrintStream.println(java.lang.Object)",81389,0,6106,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",62021,0,18312,0
"kanzi.transform.DivSufSort.reset()",59395,0,6104,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",55581,0,3052,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",52706,0,24418,0
"kanzi.Event.toString()",47643,0,24418,0
"kanzi.transform.DivSufSort$StackElement.<init>()",46719,0,683648,0
"java.lang.StringBuilder.append(java.lang.String)",23984,0,158766,0
"java.util.HashMap.<init>(java.util.Map)",22659,0,6104,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17146,0,6104,0
"kanzi.transform.BWTBlockCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17080,0,6104,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",16282,0,48823,0
"java.lang.Integer.valueOf(int)",14460,0,61049,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",12745,0,12208,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",12028,0,24418,0
"java.lang.StringBuilder.append(long)",11076,0,48839,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",9935,0,42730,0
"kanzi.transform.TextCodec$TextCodec1.<init>(java.util.Map)",9891,0,6104,0
"kanzi.Event.getId()",9684,0,48834,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",9331,0,24416,0
"kanzi.transform.LZCodec.<init>(java.util.Map)",8468,0,12208,0
"java.lang.System.nanoTime()",8398,0,24422,0
