"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",240672827,0,562975112,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",94897445,0,70371889,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",90691395,0,562975112,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",84058965,0,562975112,0
"kanzi.Global.squash(int)",81434798,3011,562987718,3895
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",42775487,0,562975112,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",40557648,0,559347548,0
"kanzi.Global.positiveOrNull(int)",36101326,0,556143616,0
"kanzi.entropy.TPAQPredictor.get()",35555119,0,562975112,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",17504950,0,226572247,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",16366584,0,211115667,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12487512,0,382,0
"java.lang.Thread.yield()",9271712,0,17471552,0
"kanzi.entropy.TPAQPredictor.findMatch()",8790618,0,70371889,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",5801216,0,382,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4088330,0,382,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",2750906,32867,381,1
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",2068710,0,382,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1670523,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",1623554,0,25000000,0
"java.util.concurrent.atomic.AtomicInteger.get()",1195918,0,17472444,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1045648,0,6765200,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",729603,0,10566767,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",639380,0,382,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",519278,0,6765200,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",478539,0,4768015,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",253146,0,382,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",151154,39947,2214912,524288
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",127230,38273,-264,1028
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",110276,0,382,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",55466,147014,381,1
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",26003,0,382,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",15198,0,3,0
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",13375,0,97792,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",12428,0,177065,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",8108,0,127,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",7830,0,382,0
"kanzi.Global.log2_1024(int)",7264,0,70297,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",4037,0,382,0
"java.lang.Integer.numberOfLeadingZeros(int)",2572,0,28405,0
"java.util.HashMap.<init>(java.util.Map)",2207,0,382,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",2012,0,1935,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",1758,0,3440,0
"java.lang.Integer.valueOf(int)",1718,0,2683,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1600,0,382,0
"kanzi.entropy.BinaryEntropyEncoder.<init>(kanzi.OutputBitStream, kanzi.Predictor)",1373,0,382,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",1319,0,383,0
"kanzi.transform.TextCodec$TextCodec1.<init>(java.util.Map)",1252,0,382,0
"kanzi.bitstream.DefaultOutputBitStream.close()",1219,0,383,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",1091,0,764,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",978,0,1,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",901,0,382,0
"kanzi.Global.log2(int)",856,0,1528,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",844,0,382,0
"java.lang.Math.min(int, int)",824,0,4329,0
"java.lang.String.equals(java.lang.Object)",778,0,2270,0
"kanzi.io.CompressedOutputStream$CustomByteArrayOutputStream.<init>(byte[ ], int)",696,0,382,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",692,0,2,0
"java.lang.String.toUpperCase()",593,0,393,0
"kanzi.SliceByteArray.<init>(byte[ ], int)",515,0,393,0
"kanzi.transform.TextCodec.isUpperCase(byte)",501,0,5487,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",490,0,382,0
"java.io.PrintStream.println(java.lang.String)",462,0,7,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",445,0,3140,0
"kanzi.entropy.BinaryEntropyEncoder.dispose()",429,0,382,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-39518,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
