"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",127901826,0,52967265,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",107317172,0,423738120,0
"kanzi.entropy.CMPredictor.update(int)",51625930,0,423738120,0
"kanzi.entropy.CMPredictor.get()",49148326,0,423738120,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",24909741,0,12,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",23600864,0,6,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",22344072,0,186168984,0
"kanzi.transform.TextCodec.isText(byte)",12934645,15240674,644,100005616
"java.lang.Thread.yield()",10274373,0,15539092,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7536940,0,6,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",7530551,0,6,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",6145986,7787177,13814,23318
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",6006154,0,8712422,0
"kanzi.transform.TextCodec.isLowerCase(byte)",5271060,7055582,644,100005616
"kanzi.transform.DivSufSort.swapInSA(int, int)",4425351,4841531,8777786,62866167
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",4274330,32867,5,1
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3024639,0,25029285,0
"kanzi.util.hash.XXHash32.round(int, int)",2922564,0,25000000,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",2387428,3320133,2965126,30272617
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",1862326,2221062,91134,1170187
"java.util.concurrent.atomic.AtomicInteger.get()",1576984,0,15539105,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1561878,0,5702735,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1521819,0,12443940,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",1233660,1403889,321592,1382349
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",795944,934500,71,2169
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",717683,0,4600345,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",658539,1350314,-254025,12697965
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",640138,0,5702735,0
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",608198,1290470,11796,535262
"kanzi.transform.TextCodec.isDelimiter(byte)",579145,1082185,-3,13861126
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",561950,1683686,5,1
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",403171,600885,529927,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",357196,683166,5,1
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",345693,74951,5,1
"kanzi.transform.DivSufSort$Stack.pop()",249274,404963,741806,3947293
