"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",19189505,0,6,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",14288531,0,56641660,0
"java.lang.Thread.yield()",12670398,0,19638144,0
"kanzi.transform.TextCodec.isText(byte)",11857262,15240674,644,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9350201,13464763,5,1
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7262064,0,6,0
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",6528294,0,56641660,0
"kanzi.transform.TextCodec.isLowerCase(byte)",5277707,7055582,644,100005616
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",4956780,0,30811574,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",4799010,32867,5,1
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2920935,0,25000000,0
"java.lang.Math.max(int, int)",2908520,0,24995687,0
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",2801947,0,6924498,0
"kanzi.util.hash.XXHash32.round(int, int)",2796046,0,25000000,0
"java.util.concurrent.atomic.AtomicInteger.get()",2041775,0,19638157,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",1683282,17816,9083672,211095
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",1261498,0,6,0
"java.lang.Math.min(int, int)",1212448,0,10548623,0
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",891928,0,2620641,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",866745,844488,2772372,5283283
"kanzi.transform.TextCodec.isDelimiter(byte)",561275,1082185,-3,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",495023,1350314,-311443,12697965
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",489306,0,4177539,0
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",485009,1039165,-311443,12697965
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",444156,368975,2772372,5283283
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",246654,462712,-25888,4625539
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",196149,147014,5,1
"kanzi.transform.LZCodec$LZXCodec.emitLength(byte[ ], int, int)",139012,0,1225612,0
"kanzi.entropy.ExpGolombEncoder.encodeByte(byte)",131475,0,555554,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",124911,38273,1174,1028
"kanzi.transform.TextCodec$TextCodec2.reset(int)",96766,30492,5,1
"kanzi.entropy.HuffmanEncoder.updateFrequencies(int[ ])",82332,0,2196,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",57620,39947,257024,524288
"kanzi.bitstream.DefaultOutputBitStream.writeBit(int)",28101,0,262914,0
"java.util.Arrays.sort(int[ ], int, int)",22004,0,2196,0
"kanzi.entropy.HuffmanCommon.generateCanonicalCodes(short[ ], int[ ], int[ ], int)",19461,0,2196,0
