"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",42205673,0,49437769,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",36543295,0,466901526,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",25254160,0,49419457,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",18590970,0,3052,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",8275051,0,49419457,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",8072566,0,49419457,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",6810032,0,94204107,0
"java.lang.Thread.yield()",5456042,0,10030578,0
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",4800496,0,3052,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4330099,0,3052,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",3908352,0,53827038,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",3529726,0,49419457,0
"java.lang.Math.min(int, int)",3461840,0,49435730,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",2228788,0,4392321,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",2038445,30492,3048,1
"kanzi.util.hash.XXHash32.round(int, int)",1750163,0,25000000,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",1701858,32867,3051,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",1621740,39947,21331968,524288
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",784815,0,10607305,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",730137,0,8790746,0
"java.util.concurrent.atomic.AtomicInteger.get()",703603,0,10037700,0
"kanzi.transform.TextCodec.isText(byte)",569079,15240674,288657,100005616
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",419719,147014,3051,1
"java.lang.Integer.numberOfTrailingZeros(int)",389960,0,5639506,0
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",254924,0,3052,0
"kanzi.transform.TextCodec.isLowerCase(byte)",244503,7055582,288657,100005616
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",188194,0,3052,0
"kanzi.Global.log2_1024(int)",76278,0,409087,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",72784,38273,2024,1028
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",70267,0,3,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",56172,0,3070,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",47544,0,1017,0
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",46303,462712,125779,4625539
"kanzi.SliceByteArray.<init>(byte[ ], int, int)",34078,0,3054,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",22750,0,6104,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",17834,0,3052,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",15749,0,3052,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",10043,0,15282,0
"java.lang.Integer.numberOfLeadingZeros(int)",9922,0,95278,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9722,0,3052,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",9721,0,21366,0
"kanzi.transform.FSDCodec.getMaxEncodedLength(int)",8671,0,9156,0
"java.util.HashMap.<init>(java.util.Map)",8492,0,3052,0
"java.lang.Integer.valueOf(int)",7995,0,15269,0
"kanzi.transform.TextCodec$TextCodec2.getMaxEncodedLength(int)",6533,0,12205,0
"kanzi.Global.log2(int)",5538,0,12205,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",5407,0,6104,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",4946,0,3052,0
"kanzi.transform.TextCodec.getMaxEncodedLength(int)",4532,0,6104,0
"kanzi.transform.FSDCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3442,0,3052,0
"java.lang.Math.max(int, int)",3247,0,20341,0
"java.lang.String.contains(java.lang.CharSequence)",3212,0,3052,0
"kanzi.transform.ROLZCodec$ROLZCodec2.getMaxEncodedLength(int)",3086,0,9156,0
"java.util.Map.containsKey(java.lang.Object)",3052,0,3053,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",2845,0,3053,0
"kanzi.transform.ROLZCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2598,0,3052,0
"kanzi.transform.Sequence.<init>(kanzi.ByteTransform[ ])",2597,0,3052,0
"kanzi.transform.ROLZCodec.getMaxEncodedLength(int)",2581,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.close()",2528,0,3053,0
"java.lang.String.toUpperCase()",2344,0,3063,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",1766,0,12372,0
"kanzi.entropy.NullEntropyEncoder.encode(byte[ ], int, int)",1759,0,3052,0
"java.util.concurrent.atomic.AtomicBoolean.getAndSet(boolean)",1529,0,1019,0
"java.util.Map.get(java.lang.Object)",1503,0,3061,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-39954,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-67622,368975,-908212,5283283
"kanzi.transform.TextCodec.isDelimiter(byte)",-69523,1082185,-18460,13861126
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
