"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",33476284,0,763,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",29575217,0,422108392,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12505172,0,763,0
"java.lang.Thread.yield()",3768249,0,7238068,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",1927330,2221062,1184459,1170187
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1687460,0,763,0
"kanzi.entropy.FPAQEncoder.flush()",1130842,0,7793590,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",1085560,32867,762,1
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",724536,0,10069444,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",524724,0,7793590,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",522699,0,761,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",492014,0,4765141,0
"java.util.concurrent.atomic.AtomicInteger.get()",482130,0,7239849,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",368739,683166,762,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",366433,39947,4931584,524288
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",315656,3320133,10213228,30272617
"kanzi.transform.DivSufSort$Stack.pop()",128361,404963,1846767,3947293
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",126569,6502,787806,21149
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",102387,246319,762,1
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",100569,147014,762,1
"kanzi.transform.DivSufSort.ssIlg(int)",95713,89948,1087079,879443
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",54524,38273,-265,1028
"java.io.PrintStream.println(java.lang.String)",43567,0,3076,0
