"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",28878212,0,36515491,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",26087098,0,352813444,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",18319563,0,36515203,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",10441229,0,48,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",5790993,0,36515203,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",5692326,0,36515203,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",4292904,0,59898491,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",2919181,0,41350248,0
"java.lang.Math.min(int, int)",2436185,0,36516946,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",2384777,0,36515203,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",2272192,0,4834805,0
"java.lang.Thread.yield()",953089,0,1807123,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",764498,0,9669706,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",497910,0,7247271,0
"java.lang.Integer.numberOfTrailingZeros(int)",436186,0,6641991,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",257784,32867,47,1
"java.util.concurrent.atomic.AtomicInteger.get()",125891,0,1807243,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",89652,147014,47,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",67873,39947,1000448,524288
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",57995,38273,-980,1028
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",55404,0,48,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",48246,30492,47,1
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",18962,0,48,0
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",5412,0,48,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2848,0,24,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",2417,0,2,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2037,0,48,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",1529,0,48,0
"kanzi.Global.log2_1024(int)",1457,0,9421,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",1330,0,48,0
"kanzi.Global.positiveOrNull(int)",729,0,3895,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",703,0,2,0
"java.lang.Integer.numberOfLeadingZeros(int)",615,0,5008,0
"java.util.HashMap.<init>(java.util.Map)",570,0,48,0
"kanzi.transform.TransformFactory.getTypeToken(java.lang.String)",542,0,6,0
"kanzi.transform.TextCodec.isUpperCase(byte)",510,0,5487,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",475,0,338,0
"kanzi.transform.TextCodec.<clinit>()",462,0,1,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",453,0,1,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",387,0,264,0
"java.lang.String.toUpperCase()",352,0,59,0
"java.lang.String.contains(java.lang.CharSequence)",347,0,48,0
"java.lang.String.split(java.lang.String)",324,0,3,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",317,0,96,0
"java.lang.String.equals(java.lang.Object)",306,0,390,0
"java.lang.Integer.valueOf(int)",285,0,249,0
"java.lang.Character.valueOf(char)",275,0,1,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",271,0,49,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",187,0,48,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",186,0,2049,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",149,0,1,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",145,0,48,0
"java.lang.Math.max(int, int)",132,0,313,0
"kanzi.transform.FSDCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",129,0,48,0
"kanzi.transform.ROLZCodec$ROLZEncoder.dispose()",127,0,48,0
"kanzi.Global.log2(int)",121,0,192,0
"java.lang.Boolean.valueOf(boolean)",112,0,102,0
"kanzi.bitstream.DefaultOutputBitStream.close()",101,0,49,0
"kanzi.transform.FSDCodec.getMaxEncodedLength(int)",100,0,144,0
"kanzi.transform.TextCodec$TextCodec2.getMaxEncodedLength(int)",99,0,192,0
"kanzi.transform.TextCodec.isDelimiter(byte)",-2715,1082185,-20,13861126
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-29224,462712,42355,4625539
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-40043,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-241620,1039165,-1190571,12697965
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-248477,368975,-3407137,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-279017,397993,-3390176,5266221
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-364086,1350314,-1190571,12697965
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec.isLowerCase(byte)",-435078,7055582,6053,100005616
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-586285,844488,-3407137,5283283
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-591446,878841,-933,1029
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec.isText(byte)",-999091,15240674,6053,100005616
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
