"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4202687,0,48,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1721866,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",1674508,0,25000000,0
"java.lang.Thread.yield()",989858,0,1881499,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",950120,2221062,610208,1170187
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",611607,2831974,253,1028
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",543608,2462807,7609352,33678300
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",275728,32867,47,1
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",264735,956931,47,1
"java.util.concurrent.atomic.AtomicInteger.get()",132645,0,1881611,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",120074,683166,47,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",96775,878841,300,1029
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",94865,38273,301,1028
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",73430,6502,441911,21149
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",73401,844488,797469,5283283
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",68333,39947,1000448,524288
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",61210,147014,47,1
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",52304,368975,797469,5283283
"kanzi.transform.TextCodec$TextCodec2.reset(int)",48096,30492,47,1
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",44565,397993,793117,5266221
"kanzi.transform.TextCodec$TextCodec2.expandDictionary()",41756,29214,48,1
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",40862,246319,47,1
"kanzi.transform.DivSufSort.ssIlg(int)",34806,89948,549224,879443
"kanzi.entropy.EntropyUtils$FreqSortData.compareTo(java.lang.Object)",19425,26083,124640,166150
"kanzi.transform.TextCodec.isDelimiter(byte)",16431,1082185,-20,13861126
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",9235,63508,32019,447834
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",7755,84152,47,1
"kanzi.transform.DivSufSort$Stack.pop()",6370,404963,715318,3947293
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2935,0,16,0
"kanzi.transform.DivSufSort.<init>()",2297,0,48,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",2137,0,3,0
"java.nio.ByteOrder.nativeOrder()",2011,0,14,0
"kanzi.transform.DivSufSort.reset()",1595,0,48,0
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-583,197945,116441,895009
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-9507,73526,34352,543208
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-12098,462712,42355,4625539
"kanzi.transform.DivSufSort$TRBudget.check(int)",-13191,109845,-68292,1121148
"kanzi.transform.DivSufSort.trIlg(int)",-15350,287614,127695,2923260
"kanzi.transform.DivSufSort.trSort(int, int)",-18231,232047,47,1
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-22160,74951,47,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-26977,44027,-159349,335626
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-28290,98096,-60821,437100
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-32860,243889,-137439,2539457
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-39383,43035,0,1
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-59248,111359,-264480,535018
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-110920,600885,99816,2977117
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-170224,1403889,414780,1382349
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-233897,1039165,-1190571,12697965
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-286808,1350314,-1190571,12697965
"kanzi.transform.TextCodec.isLowerCase(byte)",-373030,7055582,6053,100005616
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-396253,3320133,1593485,30272617
"kanzi.transform.TextCodec.isText(byte)",-764719,15240674,6053,100005616
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-778934,1683686,47,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-868114,1290470,-264403,535262
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-875609,934500,-1967,2169
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-1058409,13464763,47,1
"kanzi.transform.DivSufSort.swapInSA(int, int)",-1693753,4841531,-21045636,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-2034296,7787177,439944,23318
