"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",101318117,0,72437362,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",90556272,0,579498896,0
"kanzi.entropy.CMPredictor.update(int)",45397335,0,579498896,0
"kanzi.entropy.CMPredictor.get()",43916756,0,579498896,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12556954,0,1526,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",11624287,0,3052,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",9791009,0,136800985,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",6064049,0,1526,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4181925,0,1526,0
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",3039189,0,7624105,0
"java.lang.Thread.yield()",2429253,0,4480865,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",2165842,2221062,1418764,1170187
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1741564,0,25025487,0
"kanzi.util.hash.XXHash32.round(int, int)",1680367,0,25000000,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1282787,0,8027762,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",993978,0,1517,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",747838,32867,1525,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",723178,39947,10350592,524288
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",681243,0,9414588,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",588270,0,8027762,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",542573,0,4698215,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",516488,683166,1525,1
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",514979,3320133,11990532,30272617
"java.util.concurrent.atomic.AtomicInteger.get()",327802,0,4484680,0
"kanzi.transform.DivSufSort$Stack.pop()",150563,404963,2002021,3947293
"kanzi.transform.DivSufSort.ssIlg(int)",115907,89948,1325800,879443
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",99814,147014,1525,1
"kanzi.entropy.CMPredictor.<init>()",94782,0,1526,0
"java.io.PrintStream.println(java.lang.String)",94660,0,6128,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",44404,38273,498,1028
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",44018,0,2,0
"kanzi.transform.DivSufSort.<init>()",35926,0,1526,0
"java.util.Arrays.fill(int[ ], int)",34874,0,391419,0
"kanzi.transform.DivSufSort.trIlg(int)",33723,287614,694084,2923260
"kanzi.transform.DivSufSort$StackElement.<init>(kanzi.transform.DivSufSort$1)",27587,0,170912,0
"java.io.PrintStream.println(java.lang.Object)",24666,0,1528,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",24620,0,763,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",22683,0,1526,0
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",22497,197945,265340,895009
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",21619,0,6106,0
"kanzi.Global.log2_1024(int)",21043,0,237764,0
"kanzi.Event.toString()",18432,0,6106,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",17266,0,4578,0
"kanzi.transform.DivSufSort.reset()",15915,0,1526,0
"kanzi.transform.DivSufSort$StackElement.<init>()",12556,0,170912,0
"java.lang.StringBuilder.append(java.lang.String)",10003,0,53472,0
"java.util.HashMap.<init>(java.util.Map)",9040,0,1526,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",7612,0,1526,0
"kanzi.transform.BWTBlockCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",7133,0,1526,0
"java.lang.Integer.valueOf(int)",7087,0,24425,0
"kanzi.transform.DivSufSort.trSort(int, int)",6969,232047,1525,1
"java.util.Map.put(java.lang.Object, java.lang.Object)",6210,0,12224,0
