"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",29042227,0,54649255,0
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",23476588,0,2,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",20644550,0,299990712,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12788633,0,2,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",8654190,32867,1,1
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",3837114,0,2,0
"java.util.concurrent.atomic.AtomicInteger.get()",3752354,0,54649260,0
"kanzi.util.hash.XXHash32.round(int, int)",1626566,0,25000000,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1575993,0,25000000,0
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1225666,0,2,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",923648,7787177,-5612,23318
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",859088,0,12641192,0
"kanzi.entropy.FPAQEncoder.flush()",818190,0,5481874,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",589164,4841531,15020389,62866167
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",576445,934500,838,2169
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",553134,3320133,6109204,30272617
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",402882,0,4614359,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",359830,0,5481874,0
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",349556,1290470,165795,535262
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",335556,1683686,1,1
"kanzi.transform.TextCodec$TextCodec1.reset(int)",131671,0,2,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",118056,1403889,61580,1382349
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",86508,683166,1,1
