"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",38065420,0,48,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",32631765,0,348501984,0
"java.lang.Thread.yield()",28475508,0,52886374,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17961763,0,48,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",8806951,32867,47,1
"kanzi.transform.TextCodec.isText(byte)",5715750,15240674,6053,100005616
"java.util.concurrent.atomic.AtomicInteger.get()",3767506,0,52886482,0
"kanzi.transform.TextCodec.isLowerCase(byte)",2583510,7055582,6053,100005616
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",1945481,2221062,427841,1170187
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1942200,7787177,136545,23318
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1845868,0,48,0
"kanzi.entropy.FPAQEncoder.flush()",1312842,0,6495242,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1163845,0,11770397,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",981848,4841531,-5056951,62866167
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",643848,0,4652707,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",584084,0,6495242,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",512797,3320133,1814853,30272617
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",496713,1403889,655622,1382349
"kanzi.transform.TextCodec.isDelimiter(byte)",378674,1082185,-20,13861126
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",328367,683166,47,1
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",262273,147014,47,1
"kanzi.transform.DivSufSort$Stack.pop()",194391,404963,1106578,3947293
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",162521,38273,-980,1028
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",152786,246319,47,1
"kanzi.transform.TextCodec$TextCodec1.reset(int)",138087,0,48,0
