"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",23668975,0,3,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",20867350,0,305686824,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12983634,0,3,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",3876096,0,3,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1591971,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",1550527,0,25000000,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1373260,7787177,-186,23318
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1371121,0,3,0
"java.lang.Thread.yield()",1323679,0,2540398,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",889780,0,12572789,0
"kanzi.entropy.FPAQEncoder.flush()",817761,0,5610560,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",647810,4841531,12643412,62866167
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",615900,3320133,4625683,30272617
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",515555,1683686,2,1
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",427761,32867,2,1
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",421176,0,4605380,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",364119,0,5610560,0
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",348728,934500,543,2169
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",289109,74951,2,1
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",219614,683166,2,1
"java.util.concurrent.atomic.AtomicInteger.get()",167044,0,2540405,0
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",121450,1290470,101133,535262
"kanzi.transform.TextCodec$TextCodec1.reset(int)",95545,0,3,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",82928,147014,2,1
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",82921,600885,536310,2977117
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",57923,1350314,-125176,12697965
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",53649,38273,-1025,1028
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",50636,1403889,172660,1382349
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",34836,246319,2,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",32680,39947,260096,524288
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",21915,2221062,24957,1170187
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",21330,243889,482589,2539457
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",14066,0,1,0
"kanzi.transform.DivSufSort$TRBudget.check(int)",9799,109845,266874,1121148
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",8002,84152,2,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",6467,197945,133127,895009
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",5970,111359,101111,535018
"kanzi.transform.DivSufSort.ssIlg(int)",4938,89948,120393,879443
"kanzi.transform.DivSufSort.ssCompare(int, int, int, int)",4524,0,23898,0
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",4090,63508,70465,447834
"kanzi.transform.DivSufSort.trSort(int, int)",3724,232047,2,1
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",1944,0,1,0
"kanzi.transform.DivSufSort.reset()",1364,0,3,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",1109,0,2,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",944,0,1,0
"java.io.PrintStream.println(java.lang.String)",686,0,14,0
"java.lang.Integer.numberOfLeadingZeros(int)",671,0,6625,0
"kanzi.transform.TextCodec.isUpperCase(byte)",594,0,5487,0
"java.lang.String.split(java.lang.String)",560,0,3,0
"kanzi.transform.DivSufSort.<init>()",492,0,3,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",375,0,40,0
"kanzi.Global.positiveOrNull(int)",355,0,3895,0
"kanzi.transform.DivSufSort.trIlg(int)",-859,287614,504207,2923260
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-1377,73526,80593,543208
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-1478,44027,62386,335626
