"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",24202539,0,1,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",21402610,0,292453912,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13545007,0,1,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4095288,0,1,0
"kanzi.util.hash.XXHash32.round(int, int)",1877195,0,25000000,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1780741,0,25000000,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1370322,7787177,-11495,23318
"kanzi.transform.DivSufSort.swapInSA(int, int)",1342032,4841531,18193642,62866167
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",1217290,3320133,7978022,30272617
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1073053,0,1,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1067089,0,12721229,0
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",1058038,934500,1228,2169
"kanzi.entropy.FPAQEncoder.flush()",812635,0,5307805,0
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",736010,1290470,255568,535262
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",481965,0,4629866,0
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",428726,1683686,0,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",372794,0,5307805,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",310009,1403889,-90099,1382349
"kanzi.transform.TextCodec$TextCodec1.reset(int)",120541,0,1,0
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",108388,600885,551944,2977117
"kanzi.transform.TextCodec.isDelimiter(byte)",104652,1082185,0,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",57086,1350314,23264,12697965
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",56822,243889,638848,2539457
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",44056,111359,255559,535018
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",34854,683166,0,1
"kanzi.transform.DivSufSort$TRBudget.check(int)",29335,109845,407063,1121148
"kanzi.transform.DivSufSort.trIlg(int)",28683,287614,497087,2923260
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",27517,38273,-1027,1028
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",25502,0,1,0
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",16473,197945,94433,895009
"kanzi.transform.DivSufSort$Stack.pop()",15702,404963,538482,3947293
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",13378,84152,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",10546,44027,150844,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",6745,63508,51423,447834
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",6520,246319,0,1
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",3276,43035,0,1
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",2854,147014,0,1
"kanzi.transform.DivSufSort.ssIlg(int)",2541,89948,73017,879443
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",1163,73526,65192,543208
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",927,0,1,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",915,39947,0,524288
"java.lang.Integer.numberOfLeadingZeros(int)",735,0,6602,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",675,0,2,0
"kanzi.transform.DivSufSort.reset()",597,0,1,0
"java.io.PrintStream.println(java.lang.String)",579,0,14,0
"kanzi.transform.TextCodec.isUpperCase(byte)",541,0,5487,0
"kanzi.transform.DivSufSort.<init>()",398,0,1,0
"kanzi.Global.positiveOrNull(int)",335,0,3895,0
"java.lang.String.split(java.lang.String)",334,0,3,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",329,0,30,0
"kanzi.transform.TextCodec.<clinit>()",316,0,1,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",307,0,3,0
"java.lang.String.equals(java.lang.Object)",283,0,366,0
"java.lang.Character.valueOf(char)",232,0,1,0
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-4423,98096,51612,437100
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-20565,74951,0,1
"kanzi.transform.DivSufSort.trSort(int, int)",-22340,232047,0,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-33605,2221062,-45379,1170187
"kanzi.transform.TextCodec.isText(byte)",-35090,15240674,0,100005616
