"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZCodec1.findMatch(kanzi.SliceByteArray, int)",29911030,0,41700077,0
"java.lang.Thread.yield()",29457656,0,51725422,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",10695254,0,41700077,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",10444564,0,41700077,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",9916009,0,88523313,0
"kanzi.transform.TextCodec.isText(byte)",9425387,15240674,24472,100005616
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",9421403,32867,190,1
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",7078480,13464763,190,1
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6990510,0,191,0
"kanzi.transform.ROLZCodec$ROLZCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",6354585,0,191,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",4646920,0,41700077,0
"java.lang.Math.min(int, int)",4643067,0,41704317,0
"kanzi.transform.TextCodec.isLowerCase(byte)",4266110,7055582,24472,100005616
"java.util.concurrent.atomic.AtomicInteger.get()",3961704,0,51725843,0
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",3786686,2831974,-264,1028
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",3109969,2462807,13358588,33678300
"kanzi.util.hash.XXHash32.round(int, int)",2706227,0,25000000,0
"kanzi.entropy.ANSRangeEncoder.encode(byte[ ], int, int)",1814319,1390,763,1
"kanzi.entropy.ANSRangeEncoder$Symbol.<init>()",1378127,0,12664064,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",851516,844488,1978289,5283283
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",768915,878841,117,1029
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",739320,17816,5605479,211095
"java.lang.Integer.numberOfTrailingZeros(int)",643943,0,5913978,0
"kanzi.transform.TextCodec.isDelimiter(byte)",637124,1082185,-68,13861126
"kanzi.entropy.ANSRangeEncoder.encodeHeader(int, int[ ], int[ ], int)",624973,18020,48441,1028
"kanzi.entropy.ANSRangeEncoder.updateFrequencies(int[ ][ ], int)",617484,21152,-264,1028
"kanzi.entropy.ANSRangeEncoder$Symbol.reset(int, int, int)",507582,15874,3637064,197858
"kanzi.entropy.EntropyUtils$FreqSortData.compareTo(java.lang.Object)",439642,26083,1652775,166150
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",402345,368975,1978289,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",308167,397993,1373299,5266221
"java.util.Collections.sort(java.util.List)",300387,23125,2556,277
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",269660,462712,96252,4625539
"kanzi.entropy.EntropyUtils.encodeAlphabet(kanzi.OutputBitStream, int[ ], int)",238588,4119,48441,1028
"kanzi.entropy.EntropyUtils.normalizeFrequencies(int[ ], int[ ], int, int)",228422,21187,48441,1028
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",207818,39947,1591296,524288
"kanzi.entropy.EntropyUtils$FreqSortData.compareTo(kanzi.entropy.EntropyUtils$FreqSortData)",206223,12966,1652775,166150
"kanzi.transform.TextCodec$TextCodec2.reset(int)",179243,30492,190,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",170514,1039165,-2272124,12697965
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",158053,147014,190,1
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",146275,15822,708729,1818
"kanzi.Global.computeHistogramOrder1(byte[ ], int, int, int[ ][ ], boolean)",143426,0,764,0
"kanzi.transform.ROLZCodec$ROLZCodec1.emitLength(kanzi.SliceByteArray, int)",93027,0,679732,0
"kanzi.transform.ROLZCodec$ROLZCodec1.<init>(int, java.util.Map)",85768,0,191,0
"kanzi.transform.TextCodec$TextCodec2.expandDictionary()",80831,29214,90,1
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",60894,1350314,-2272124,12697965
"kanzi.entropy.ANSRangeEncoder.<init>(kanzi.OutputBitStream, int, int, int)",33566,0,382,0
"java.lang.Math.abs(int)",7450,0,47818,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",7110,0,5,0
"java.io.ByteArrayOutputStream.toByteArray()",6729,0,191,0
"kanzi.bitstream.DefaultOutputBitStream.writeBit(int)",6679,0,49540,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",5763,0,38,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",4540,0,191,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3439,0,191,0
"java.nio.ByteOrder.nativeOrder()",1990,0,14,0
"java.lang.String.contains(java.lang.CharSequence)",1598,0,191,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",1561,0,383,0
"java.util.HashMap.<init>(java.util.Map)",1380,0,191,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",1304,0,1530,0
"java.util.ArrayList.<init>(int)",1060,0,2874,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",912,0,979,0
"kanzi.bitstream.DefaultOutputBitStream.close()",910,0,383,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",902,0,382,0
"kanzi.transform.TextCodec.isUpperCase(byte)",881,0,5487,0
"java.lang.Integer.valueOf(int)",820,0,1155,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",737,0,4497,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",-17681,38273,-455,1028
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-40132,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
