"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",67336433,0,51845974,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",59935028,0,414767792,0
"kanzi.entropy.CMPredictor.update(int)",30303396,0,414767792,0
"kanzi.entropy.CMPredictor.get()",28727839,0,414767792,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13648811,0,6,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",13218203,0,186636974,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13109255,0,3,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",4126136,0,3,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",3839792,0,3,0
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",3472404,0,8849239,0
"kanzi.util.hash.XXHash32.round(int, int)",1572348,0,25000000,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1559983,0,25029984,0
"java.lang.Thread.yield()",1188278,0,2250335,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1049997,7787177,-186,23318
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",897438,0,12572789,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",816978,0,5521018,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",808068,4841531,12643412,62866167
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",561257,3320133,4625683,30272617
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",420150,0,4605380,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",414258,32867,2,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",368329,0,5521018,0
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",364455,934500,543,2169
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",331361,74951,2,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",284516,2221062,24957,1170187
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",281316,1683686,2,1
"java.util.concurrent.atomic.AtomicInteger.get()",149372,0,2250342,0
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",135536,1290470,101133,535262
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",84579,600885,536310,2977117
"kanzi.transform.TextCodec$TextCodec1.reset(int)",79353,0,3,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",79278,1403889,172660,1382349
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",75569,683166,2,1
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",75317,147014,2,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",28412,39947,260096,524288
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",22243,243889,482589,2539457
"kanzi.transform.DivSufSort.trIlg(int)",16185,287614,504207,2923260
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",14209,0,1,0
"kanzi.transform.DivSufSort$TRBudget.check(int)",12578,109845,266874,1121148
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",12479,84152,2,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",9399,197945,133127,895009
"kanzi.transform.DivSufSort.trSort(int, int)",7145,232047,2,1
"kanzi.transform.DivSufSort.ssIlg(int)",7138,89948,120393,879443
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",6547,111359,101111,535018
"kanzi.transform.DivSufSort.ssCompare(int, int, int, int)",4666,0,23898,0
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",3897,63508,70465,447834
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2900,0,3,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",1608,0,1,0
"java.io.PrintStream.println(java.lang.String)",1189,0,23,0
"kanzi.transform.LZCodec.<init>(java.util.Map)",1037,0,6,0
"java.util.Arrays.fill(int[ ], int)",985,0,769,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",795,0,1,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",792,0,2,0
"kanzi.transform.DivSufSort.reset()",686,0,3,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",641,0,1,0
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-361,73526,80593,543208
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-2706,44027,62386,335626
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-5591,98096,62705,437100
"kanzi.transform.DivSufSort$Stack.pop()",-8539,404963,655606,3947293
"kanzi.transform.TextCodec.isLowerCase(byte)",-13717,7055582,258,100005616
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-26826,43035,0,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",-38273,38273,-1028,1028
"kanzi.transform.TextCodec.isDelimiter(byte)",-46013,1082185,-1,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-129102,1350314,-125176,12697965
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-189652,368975,-2522754,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-221422,397993,-2505705,5266221
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.TextCodec.isText(byte)",-340633,15240674,258,100005616
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-456128,878841,-1023,1029
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-468267,844488,-2522754,5283283
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
