"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",154584438,0,57489122,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",134373291,0,459912976,0
"kanzi.entropy.CMPredictor.update(int)",65823514,0,459912976,0
"kanzi.entropy.CMPredictor.get()",62006580,0,459912976,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",29277311,0,96,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",25230399,0,48,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",24853816,0,182882925,0
"java.lang.Thread.yield()",20142532,0,27555830,0
"kanzi.transform.TextCodec.isText(byte)",13969032,15240674,-347600,100005616
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",9356788,0,48,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",7866377,32867,47,1
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",6886227,7787177,136716,23318
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",6497005,0,8316561,0
"kanzi.transform.TextCodec.isLowerCase(byte)",6207287,7055582,-347600,100005616
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",3732538,2221062,427197,1170187
"kanzi.transform.DivSufSort.swapInSA(int, int)",3581138,4841531,-5356395,62866167
"java.util.concurrent.atomic.AtomicInteger.get()",3073155,0,27555933,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",2323446,3320133,1798672,30272617
"kanzi.entropy.BinaryEntropyEncoder.flush()",1909585,0,6337064,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1631826,0,11732492,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",1257299,1403889,652337,1382349
"kanzi.transform.TextCodec.isDelimiter(byte)",906531,1082185,-49685,13861126
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",844035,0,4625054,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",841490,0,6337064,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",582614,683166,47,1
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",575461,1350314,-965554,12697965
"kanzi.transform.DivSufSort$Stack.pop()",412057,404963,1094696,3947293
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",368946,600885,479261,2977117
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",310698,1683686,47,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",266275,197945,287002,895009
"kanzi.transform.DivSufSort.trIlg(int)",253973,287614,496076,2923260
"kanzi.transform.DivSufSort.trSort(int, int)",242397,232047,47,1
