"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",26680836,0,50312735,0
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",23425850,0,2,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",20330544,0,299990712,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13083872,0,2,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",8080206,32867,1,1
"java.util.concurrent.atomic.AtomicInteger.get()",3376164,0,50312740,0
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1197134,0,2,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1068330,7787177,-5612,23318
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",897666,0,12641192,0
"kanzi.entropy.FPAQEncoder.flush()",844940,0,5481874,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",770731,4841531,15020389,62866167
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",743770,3320133,6109204,30272617
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",607014,934500,838,2169
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",414464,0,4614359,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",362308,0,5481874,0
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",341658,1683686,1,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",337980,1290470,165795,535262
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",155387,84152,1,1
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",139490,74951,1,1
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",94010,1403889,61580,1382349
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",83917,600885,536315,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",67253,683166,1,1
"kanzi.transform.TextCodec$TextCodec1.reset(int)",64164,0,2,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",42331,38273,-1026,1028
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",34281,147014,1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",24687,243889,542840,2539457
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",18270,0,1,0
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",16439,111359,165773,535018
"kanzi.transform.DivSufSort$TRBudget.check(int)",15707,109845,320289,1121148
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",12479,39947,-1024,524288
