"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",270562198,0,489669552,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",97632596,0,61208694,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",95131714,0,489669552,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",85547747,0,489669552,0
"kanzi.Global.squash(int)",85437889,3011,489669948,3895
"java.lang.Thread.yield()",60449051,0,116256644,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",57112477,0,489669738,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",45416848,0,489669552,0
"kanzi.Global.positiveOrNull(int)",38031391,0,470525996,0
"kanzi.entropy.TPAQPredictor.get()",36257546,0,489669552,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",18652486,0,211266653,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",18079800,32867,5,1
"kanzi.entropy.TPAQPredictor.createContext(int, int)",17240093,0,183626082,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",16586425,0,6,0
"kanzi.entropy.TPAQPredictor.findMatch()",12785128,0,61208694,0
"java.util.concurrent.atomic.AtomicInteger.get()",7241692,0,116256658,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",5914499,0,6,0
"kanzi.entropy.TPAQPredictor.hash(int, int)",5266990,0,61208694,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",5093881,0,6,0
"kanzi.transform.TextCodec.isText(byte)",3413357,15240674,-480048,100005616
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2069048,0,25000000,0
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",2039811,0,6,0
"kanzi.util.hash.XXHash32.round(int, int)",1989066,0,25000000,0
"kanzi.transform.TextCodec.isLowerCase(byte)",1414006,7055582,-480048,100005616
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1089905,0,12452377,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",938777,0,5155074,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",573116,0,6,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",516859,0,4599440,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",471936,0,5155074,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",205273,38273,-1016,1028
"kanzi.transform.TextCodec.isDelimiter(byte)",177727,1082185,-2010,13861126
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",117990,0,6,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",95036,147014,5,1
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",93794,0,6,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",68659,0,6,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",59464,1350314,-245823,12697965
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",52402,0,12,0
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",45423,0,6,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",41053,39947,257024,524288
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",34686,0,393216,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",14976,0,177070,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2312,0,1,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1266,0,6,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",1240,0,1,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",885,0,2,0
"kanzi.transform.TextCodec.isUpperCase(byte)",546,0,5487,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",514,0,55,0
"kanzi.transform.TextCodec.<clinit>()",453,0,1,0
