"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",430330598,0,590983864,0
"java.lang.Thread.yield()",171903643,0,308693683,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",166984716,0,73872983,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",159130323,0,590983864,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",145323677,0,590983864,0
"kanzi.Global.squash(int)",144508779,3011,591084580,3895
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",84021472,0,591195530,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",74204829,0,590983864,0
"kanzi.Global.positiveOrNull(int)",64321003,0,580025905,0
"kanzi.entropy.TPAQPredictor.get()",62284548,0,590983864,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",54244840,32867,1525,1
"kanzi.entropy.TPAQPredictor.createContext(int, int)",26406230,0,221618949,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",25301974,0,215905041,0
"java.util.concurrent.atomic.AtomicInteger.get()",22040673,0,308697041,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",20643943,0,1526,0
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",15726299,0,3052,0
"kanzi.entropy.TPAQPredictor.findMatch()",12793740,0,73872983,0
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",12521533,15822,100403023,1818
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",10040851,0,1526,0
"kanzi.transform.TextCodec.isText(byte)",9841228,15240674,-1317510,100005616
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",9590620,0,1526,0
"kanzi.entropy.TPAQPredictor.hash(int, int)",8780434,0,73872983,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6961309,0,1526,0
"kanzi.transform.TextCodec.isLowerCase(byte)",4495935,7055582,-1317510,100005616
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2769816,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2683273,0,25000000,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1849711,0,7488379,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",1626049,0,1510,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",1184134,39947,10300416,524288
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1155935,0,9792941,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",844300,0,1526,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",840179,0,7488379,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",786878,0,4731119,0
"kanzi.transform.TextCodec.isDelimiter(byte)",478631,1082185,-138058,13861126
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",194824,147014,1525,1
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",191735,0,1562624,0
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",138212,0,1526,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",91769,38273,498,1028
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",61861,1350314,-2905258,12697965
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",35592,0,5,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",29085,0,1526,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",20081,0,177054,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",18274,0,305,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9905,0,1526,0
"java.lang.Integer.valueOf(int)",6380,0,10691,0
"java.util.HashMap.<init>(java.util.Map)",4686,0,1526,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",4593,0,13736,0
