"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",114000627,0,216028384,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",85433696,0,52967265,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",75720134,0,423738120,0
"kanzi.entropy.CMPredictor.update(int)",38186090,0,423738120,0
"kanzi.entropy.CMPredictor.get()",36229849,0,423738120,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",34312215,32867,5,1
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17674488,0,12,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",16666024,0,186168984,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",16339081,0,6,0
"java.util.concurrent.atomic.AtomicInteger.get()",14976015,0,216028398,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",5212259,0,6,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4675505,0,6,0
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",4362786,0,8712422,0
"kanzi.transform.TextCodec.isText(byte)",3530319,15240674,644,100005616
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",2393345,7787177,13814,23318
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1887432,0,25029285,0
"kanzi.util.hash.XXHash32.round(int, int)",1833336,0,25000000,0
"kanzi.transform.TextCodec.isLowerCase(byte)",1628590,7055582,644,100005616
"kanzi.transform.DivSufSort.swapInSA(int, int)",1394355,4841531,8777786,62866167
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1092429,0,12443940,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1008577,0,5702735,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",727991,2221062,91134,1170187
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",570907,3320133,2965126,30272617
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",537831,0,4600345,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",466891,0,5702735,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",394735,1403889,321592,1382349
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",248750,0,6,0
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",231433,934500,71,2169
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",166608,147014,5,1
