"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",21267320,0,24,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",16893651,0,59477226,0
"kanzi.transform.TextCodec.isText(byte)",13229218,15240674,2963,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",11361287,13464763,23,1
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",8170534,0,24,0
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",7766503,0,59477226,0
"kanzi.transform.TextCodec.isLowerCase(byte)",6014989,7055582,2963,100005616
"java.lang.Thread.yield()",5767641,0,8202000,0
"java.lang.Math.max(int, int)",4065686,0,27785068,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",3896473,0,23913136,0
"kanzi.util.hash.XXHash32.round(int, int)",3276001,0,25000000,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3230154,0,25000000,0
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",3162199,0,6529224,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",2185973,32867,23,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",1936806,17816,9766925,211095
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",1599679,0,24,0
"java.lang.Math.min(int, int)",1390766,0,10140319,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1097909,844488,2508641,5283283
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",1054817,0,2679607,0
"java.util.concurrent.atomic.AtomicInteger.get()",858687,0,8202052,0
"kanzi.transform.TextCodec.isDelimiter(byte)",829647,1082185,-10,13861126
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",583782,1039165,-808517,12697965
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",572728,0,4521859,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",562835,1350314,-808517,12697965
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",505096,368975,2508641,5283283
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",334000,462712,1533,4625539
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",316509,147014,23,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",185751,39947,959488,524288
"kanzi.entropy.ExpGolombEncoder.encodeByte(byte)",174109,0,593868,0
"kanzi.transform.LZCodec$LZXCodec.emitLength(byte[ ], int, int)",172747,0,1347845,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",165006,30492,23,1
"kanzi.entropy.HuffmanEncoder.updateFrequencies(int[ ])",127207,0,2358,0
"kanzi.transform.TextCodec$TextCodec2.expandDictionary()",88966,29214,22,1
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",66117,0,24,0
"java.util.Arrays.sort(int[ ], int, int)",61878,0,2358,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",48415,38273,1330,1028
"kanzi.entropy.HuffmanCommon.generateCanonicalCodes(short[ ], int[ ], int[ ], int)",35279,0,2358,0
"kanzi.bitstream.DefaultOutputBitStream.writeBit(int)",34046,0,269570,0
"kanzi.entropy.HuffmanEncoder.computeCodeLengths(int[ ], int)",10933,0,2358,0
"kanzi.entropy.HuffmanEncoder.computeInPlaceSizesPhase1(int[ ], int)",10492,0,2358,0
"kanzi.transform.LZCodec.<init>(java.util.Map)",6639,0,24,0
"kanzi.entropy.HuffmanEncoder.computeInPlaceSizesPhase2(int[ ], int)",4357,0,2358,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2517,0,4,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",1899,0,96,0
"java.lang.Integer.valueOf(int)",1397,0,225,0
"kanzi.transform.TextCodec.<clinit>()",1277,0,1,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",1139,0,7,0
"kanzi.entropy.ExpGolombEncoder.<init>(kanzi.OutputBitStream, boolean)",1132,0,2358,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",1053,0,98,0
"java.io.PrintStream.println(java.lang.String)",871,0,23,0
"kanzi.transform.TextCodec.isUpperCase(byte)",776,0,5487,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",753,0,1,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",696,0,2,0
"java.lang.Short.valueOf(short)",557,0,72,0
"kanzi.transform.TransformFactory.getTypeToken(java.lang.String)",512,0,6,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",469,0,1,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",446,0,192,0
"java.lang.String.split(java.lang.String)",405,0,3,0
"java.lang.String.toUpperCase()",389,0,35,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",374,0,2268,0
"kanzi.Global.positiveOrNull(int)",322,0,3895,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",292,0,194,0
"java.lang.Character.valueOf(char)",277,0,1,0
"java.lang.String.equals(java.lang.Object)",276,0,418,0
"kanzi.entropy.HuffmanEncoder.<init>(kanzi.OutputBitStream, int)",258,0,24,0
