"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",10032416,0,16087083,0
"kanzi.transform.TextCodec.isText(byte)",7046904,15240674,644,100005616
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6154436,0,6,0
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",6091851,13464763,5,1
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",3765911,32867,5,1
"kanzi.transform.TextCodec.isLowerCase(byte)",3526324,7055582,644,100005616
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2477242,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2395049,0,25000000,0
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",1923327,2831974,86,1028
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1911726,7787177,77293,23318
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",1638612,2221062,203712,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",1516982,2462807,2756052,33678300
"java.util.concurrent.atomic.AtomicInteger.get()",1473118,0,16087096,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",1030429,4841531,-10371265,62866167
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",798133,3320133,-1262988,30272617
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",520781,956931,5,1
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",505272,1403889,216896,1382349
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",483641,878841,91,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",395116,844488,467266,5283283
"kanzi.transform.TextCodec.isDelimiter(byte)",320707,1082185,-3,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",265683,1350314,-311443,12697965
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",250400,1039165,-311443,12697965
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",196116,368975,467266,5283283
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",187275,600885,-59041,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",173262,683166,5,1
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",170238,397993,465628,5266221
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",142227,74951,5,1
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",140352,462712,-25888,4625539
"kanzi.transform.DivSufSort.trSort(int, int)",121167,232047,5,1
"kanzi.transform.TextCodec$TextCodec2.reset(int)",118536,30492,5,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",118049,84152,5,1
"kanzi.transform.DivSufSort$Stack.pop()",111903,404963,204228,3947293
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",110804,246319,5,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",104578,38273,92,1028
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",86929,147014,5,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",74218,197945,73819,895009
"kanzi.transform.DivSufSort.trIlg(int)",64431,287614,-41691,2923260
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",57678,243889,-88747,2539457
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",52950,39947,257024,524288
"kanzi.transform.DivSufSort.ssIlg(int)",45079,89948,148756,879443
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",27954,63508,23390,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",23485,73526,32768,543208
"kanzi.transform.DivSufSort$TRBudget.check(int)",19139,109845,-120342,1121148
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",16089,98096,-23102,437100
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2258,0,1,0
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-8381,44027,-102048,335626
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-11051,111359,-169342,535018
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-33862,1683686,5,1
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-34703,43035,0,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-229006,1290470,-169285,535262
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-451995,934500,-1214,2169
