"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",604987175,0,513427192,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",226076259,0,64178399,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",218612836,0,513427192,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",207191775,0,513427192,0
"kanzi.Global.squash(int)",197276420,3011,513430360,3895
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",127111677,0,513428728,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",102169230,0,513427192,0
"kanzi.Global.positiveOrNull(int)",87080443,0,496522064,0
"kanzi.entropy.TPAQPredictor.get()",85073844,0,513427192,0
"java.lang.Thread.yield()",42916866,0,46110945,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",39674510,0,48,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",35656874,0,192535197,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",30038935,0,162673331,0
"kanzi.transform.TextCodec.isText(byte)",29774165,15240674,-474583,100005616
"kanzi.entropy.TPAQPredictor.findMatch()",24601626,0,64178399,0
"kanzi.transform.TextCodec.isLowerCase(byte)",14625892,7055582,-474583,100005616
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",13857869,0,48,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",13366829,32867,47,1
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",12237808,0,48,0
"kanzi.entropy.TPAQPredictor.hash(int, int)",12079504,0,64178399,0
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",6426660,0,48,0
"java.util.concurrent.atomic.AtomicInteger.get()",5065893,0,46111048,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",4891729,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",4234449,0,25000000,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",3216059,0,5800032,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",2814228,0,11811725,0
"kanzi.transform.TextCodec.isDelimiter(byte)",2249196,1082185,-2027,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",2061905,1350314,-886475,12697965
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1625136,0,48,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",1127212,0,4651238,0
