"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",48677527,0,33751884,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",42607062,0,326911091,0
"java.lang.Thread.yield()",34596382,0,56555995,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",30843967,0,33751812,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17664726,0,12,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",11831712,32867,11,1
"kanzi.transform.TextCodec.isText(byte)",11001015,15240674,1417,100005616
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",9962640,0,81471794,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",9303202,0,33751812,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",9179391,0,33751812,0
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9160082,13464763,11,1
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7531363,0,12,0
"kanzi.transform.TextCodec.isLowerCase(byte)",4969140,7055582,1417,100005616
"java.util.concurrent.atomic.AtomicInteger.get()",4802064,0,56556021,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",4587074,0,38380699,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",4041062,0,33751812,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",3998905,0,4628827,0
"java.lang.Math.min(int, int)",3987548,0,33753389,0
"kanzi.util.hash.XXHash32.round(int, int)",2877267,0,25000000,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",1162427,0,9257678,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",898269,0,6785911,0
"java.lang.Integer.numberOfTrailingZeros(int)",754270,0,6460694,0
"kanzi.transform.TextCodec.isDelimiter(byte)",537924,1082185,-5,13861126
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",459575,1039165,-528840,12697965
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",458707,1350314,-528840,12697965
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",246812,462712,-23133,4625539
"kanzi.transform.TextCodec$TextCodec2.reset(int)",239184,30492,11,1
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",203546,147014,11,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",54212,39947,250880,524288
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",53730,0,12,0
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",3910,0,12,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3133,0,12,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2606,0,2,0
"java.nio.ByteOrder.nativeOrder()",1944,0,14,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",1714,0,12,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",753,0,2,0
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",618,0,12,0
"kanzi.transform.TextCodec.isUpperCase(byte)",568,0,5487,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",514,0,6,0
"kanzi.transform.TransformFactory.getTypeToken(java.lang.String)",498,0,6,0
"java.lang.String.split(java.lang.String)",458,0,3,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",452,0,1,0
"kanzi.Global.positiveOrNull(int)",370,0,3895,0
"kanzi.transform.TextCodec.<clinit>()",330,0,1,0
"java.lang.Character.valueOf(char)",310,0,1,0
"java.lang.String.equals(java.lang.Object)",242,0,356,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",229,0,1803,0
"java.lang.String.valueOf(java.lang.Object)",222,0,7,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",222,0,86,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",192,0,84,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",169,0,13,0
"java.util.HashMap.<init>(java.util.Map)",160,0,12,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",149,0,1,0
"java.lang.Integer.valueOf(int)",139,0,69,0
"java.lang.String.contains(java.lang.CharSequence)",135,0,12,0
"kanzi.transform.FSDCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",81,0,12,0
"java.lang.String.toUpperCase()",76,0,23,0
"java.lang.Math.max(int, int)",76,0,83,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",74,0,24,0
"kanzi.transform.ROLZCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",73,0,12,0
"kanzi.SliceByteArray.<init>(byte[ ], int, int)",67,0,14,0
"java.lang.Integer.numberOfLeadingZeros(int)",62,0,48,0
"java.lang.Math.min(long, long)",60,0,24,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",59,0,12,0
"java.lang.String.getBytes()",58,0,4,0
"java.lang.Boolean.valueOf(boolean)",57,0,30,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",56,0,12,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-37527,43035,0,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",-38273,38273,-1028,1028
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-89985,368975,-2456414,5283283
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-123296,397993,-2439375,5266221
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-195100,878841,-1005,1029
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-237298,844488,-2456414,5283283
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
