"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",342230321,0,609651848,0
"java.lang.Thread.yield()",236229508,0,450574873,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",140454439,0,76206481,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",132572715,0,609651848,0
"kanzi.Global.squash(int)",122575159,3011,609752564,3895
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",122376714,0,609651848,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",71567027,32867,3051,1
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",61808572,0,609651848,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",58151310,0,605025740,0
"kanzi.Global.positiveOrNull(int)",54257960,0,602068928,0
"kanzi.entropy.TPAQPredictor.get()",52597359,0,609651848,0
"java.util.concurrent.atomic.AtomicInteger.get()",29828338,0,450581740,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",23302571,0,228619443,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",20796532,0,208324857,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17276795,0,3052,0
"kanzi.entropy.TPAQPredictor.findMatch()",9639992,0,76206481,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",8364730,0,3052,0
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",8202560,0,3052,0
"kanzi.transform.TextCodec.isText(byte)",6209376,15240674,-1076585,100005616
"kanzi.transform.TextCodec.isLowerCase(byte)",2872965,7055582,-1076585,100005616
"kanzi.transform.TextCodec$TextCodec1.reset(int)",2766275,0,3021,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",2066028,39947,21131264,524288
"kanzi.entropy.BinaryEntropyEncoder.flush()",1622547,0,7972685,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",969777,0,9257756,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",755583,0,3052,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",727953,0,7972685,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",699989,0,4705614,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",283452,147014,3051,1
"kanzi.transform.TextCodec.isDelimiter(byte)",247044,1082185,-128735,13861126
"java.io.PrintStream.println(java.lang.String)",223718,0,12232,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",163910,38273,5076,1028
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",161762,0,3052,0
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",142018,0,3052,0
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",103811,0,781312,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",65408,0,4,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",52555,0,3052,0
"java.io.PrintStream.println(java.lang.Object)",48822,0,3054,0
"kanzi.Global.log2_1024(int)",46498,0,407357,0
"kanzi.Event.toString()",41028,0,12210,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",37321,0,12210,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",30333,0,763,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",23490,0,177044,0
"java.lang.Integer.valueOf(int)",17381,0,36633,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",16509,0,3053,0
"java.lang.StringBuilder.append(java.lang.String)",15708,0,79413,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",15033,0,3052,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",14442,0,12210,0
"kanzi.entropy.BinaryEntropyEncoder.<init>(kanzi.OutputBitStream, kanzi.Predictor)",11570,0,3052,0
"java.lang.Integer.numberOfLeadingZeros(int)",10429,0,95112,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",9640,0,18305,0
"java.lang.StringBuilder.append(long)",8442,0,24423,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",7987,0,27470,0
"kanzi.io.CompressedOutputStream$CustomByteArrayOutputStream.<init>(byte[ ], int)",7816,0,3052,0
"java.util.HashMap.<init>(java.util.Map)",7413,0,3052,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",7152,0,6104,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",7098,0,12208,0
"java.util.Map.remove(java.lang.Object)",6794,0,3062,0
"kanzi.Event.getId()",6406,0,24418,0
"kanzi.transform.TextCodec$TextCodec1.<init>(java.util.Map)",6328,0,3052,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean, long)",6265,0,12210,0
"java.lang.Long.valueOf(long)",5521,0,27470,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",5278,0,3052,0
"java.lang.System.nanoTime()",5139,0,12214,0
"kanzi.Event.getType()",4996,0,42740,0
"java.lang.StringBuilder.<init>(int)",4889,0,12210,0
"java.lang.Math.min(int, int)",4486,0,25118,0
"kanzi.Global.log2(int)",4362,0,12177,0
