"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",15471562,0,48,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",11627638,0,62083883,0
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",5311244,0,62083883,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",5147449,0,48,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",4494366,0,43193990,0
"kanzi.transform.TextCodec.isText(byte)",3261830,15240674,6053,100005616
"java.lang.Math.max(int, int)",2980353,0,30684360,0
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2385481,13464763,47,1
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",2362597,0,8374143,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2111681,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2035253,0,25000000,0
"kanzi.transform.TextCodec.isLowerCase(byte)",1435071,7055582,6053,100005616
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",1331770,17816,10439308,211095
"java.lang.Math.min(int, int)",1165645,0,12420114,0
"java.lang.Thread.yield()",1154342,0,1710951,0
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",1115609,0,48,0
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",806980,0,3116391,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",611028,844488,2695099,5283283
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",472165,32867,47,1
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",442360,0,5050565,0
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",320507,368975,2695099,5283283
"kanzi.transform.TextCodec.isDelimiter(byte)",268324,1082185,-20,13861126
"java.util.concurrent.atomic.AtomicInteger.get()",205029,0,1711071,0
"kanzi.transform.LZCodec$LZXCodec.emitLength(byte[ ], int, int)",141340,0,1513379,0
"kanzi.entropy.ExpGolombEncoder.encodeByte(byte)",117425,0,630926,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",92262,39947,1000448,524288
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",78837,462712,42355,4625539
"kanzi.transform.TextCodec$TextCodec2.expandDictionary()",77093,29214,48,1
"kanzi.entropy.HuffmanEncoder.updateFrequencies(int[ ])",74532,0,2528,0
