"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",139497768,0,265589737,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",132454832,0,72437362,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",117387772,0,579498896,0
"kanzi.entropy.CMPredictor.update(int)",58256916,0,579498896,0
"kanzi.entropy.CMPredictor.get()",54916614,0,579498896,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",40771664,32867,1525,1
"java.util.concurrent.atomic.AtomicInteger.get()",17192619,0,265593171,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",16617659,0,1526,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",15159724,0,3052,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",12988211,0,136800985,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",7902480,0,1526,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",5563084,0,1526,0
"kanzi.transform.TextCodec.isText(byte)",4942017,15240674,-901940,100005616
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",4102874,0,7624105,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",3577831,2221062,1418764,1170187
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2265911,0,25025487,0
"kanzi.transform.TextCodec.isLowerCase(byte)",2237493,7055582,-901940,100005616
"kanzi.util.hash.XXHash32.round(int, int)",2200299,0,25000000,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",1660185,3320133,11990532,30272617
"kanzi.entropy.BinaryEntropyEncoder.flush()",1638924,0,8027762,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",1311167,0,1517,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",968337,39947,10350592,524288
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",896463,0,9414588,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",834162,683166,1525,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",738708,0,8027762,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",660490,0,4698215,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",349064,1403889,1017686,1382349
"kanzi.transform.DivSufSort$Stack.pop()",296090,404963,2002021,3947293
"kanzi.transform.TextCodec.isDelimiter(byte)",290003,1082185,-143540,13861126
"kanzi.transform.DivSufSort.ssIlg(int)",170016,89948,1325800,879443
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",151938,147014,1525,1
"kanzi.entropy.CMPredictor.<init>()",125911,0,1526,0
"kanzi.transform.DivSufSort.trIlg(int)",116649,287614,694084,2923260
