"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",13189698,0,18798967,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",5240440,32867,95,1
"java.util.concurrent.atomic.AtomicInteger.get()",1923780,0,18799175,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",1623783,878841,-837,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1361826,844488,5775119,5283283
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",659780,368975,5775119,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",615838,397993,5791987,5266221
"java.io.OutputStream.close()",153677,32813,0,1
"java.io.OutputStream.write(byte[ ], int, int)",73139,14262,5121,1460
"java.lang.String.format(java.lang.String, java.lang.Object[ ])",56738,6808,480,1
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",53790,15822,6058,1818
"java.io.ByteArrayOutputStream.<init>(int)",18032,31715,95,1
"java.io.PrintStream.println(java.lang.String)",14235,0,408,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",4188,0,16,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",4188,0,6,0
"java.io.PrintStream.println(java.lang.Object)",3835,0,98,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",3342,0,386,0
"java.lang.Long.valueOf(long)",2795,0,866,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",1790,0,97,0
"kanzi.Event.toString()",1786,0,386,0
"java.lang.StringBuilder.<init>(int)",1379,0,386,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",1141,0,6870,0
"java.lang.StringBuilder.append(long)",924,0,775,0
"java.lang.StringBuilder.append(java.lang.String)",869,0,2555,0
"java.util.HashMap.<init>(java.util.Map)",787,0,96,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",678,0,1,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",666,0,2,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",630,0,407,0
"java.util.Map.remove(java.lang.Object)",608,0,106,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",576,0,384,0
