"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",23953059,0,1,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",21825430,0,292453912,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13354230,0,1,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",1433242,4841531,18193642,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1337020,7787177,-11495,23318
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",1203486,3320133,7978022,30272617
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1089895,0,1,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1039425,0,12721229,0
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",974702,934500,1228,2169
"kanzi.entropy.FPAQEncoder.flush()",813569,0,5307805,0
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",751648,1290470,255568,535262
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",479416,0,4629866,0
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",438669,1683686,0,1
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",395972,1403889,-90099,1382349
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",383927,0,5307805,0
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",129006,600885,551944,2977117
"kanzi.transform.TextCodec.isLowerCase(byte)",110238,7055582,0,100005616
"kanzi.transform.TextCodec$TextCodec1.reset(int)",103398,0,1,0
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",63221,243889,638848,2539457
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",50917,111359,255559,535018
"kanzi.transform.DivSufSort.trIlg(int)",50860,287614,497087,2923260
"kanzi.transform.DivSufSort$TRBudget.check(int)",43309,109845,407063,1121148
"kanzi.transform.TextCodec.isDelimiter(byte)",31793,1082185,0,13861126
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",29703,683166,0,1
"kanzi.transform.DivSufSort$Stack.pop()",28608,404963,538482,3947293
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",26851,38273,-1027,1028
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",24853,0,1,0
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",20019,197945,94433,895009
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",14505,147014,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",13644,44027,150844,335626
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",9246,84152,0,1
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",6593,63508,51423,447834
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",4698,43035,0,1
"kanzi.transform.DivSufSort.ssIlg(int)",2417,89948,73017,879443
"java.io.PrintStream.println(java.lang.String)",1034,0,23,0
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",850,73526,65192,543208
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",849,0,1,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",719,0,2,0
"java.lang.Integer.numberOfLeadingZeros(int)",703,0,6602,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",611,0,1,0
"kanzi.transform.DivSufSort.reset()",604,0,1,0
"kanzi.transform.TextCodec.isUpperCase(byte)",556,0,5487,0
"kanzi.transform.TextCodec.<clinit>()",554,0,1,0
"kanzi.transform.TransformFactory.getTypeToken(java.lang.String)",496,0,8,0
"java.lang.String.split(java.lang.String)",463,0,3,0
"kanzi.transform.DivSufSort.<init>()",404,0,1,0
"kanzi.Global.positiveOrNull(int)",386,0,3895,0
"java.lang.String.equals(java.lang.Object)",371,0,350,0
"java.lang.Character.valueOf(char)",332,0,1,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",304,0,3,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",232,0,6,0
"java.lang.Math.min(int, int)",229,0,1541,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-129,2221062,-45379,1170187
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",-249,39947,0,524288
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-3310,1350314,23264,12697965
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-4790,98096,51612,437100
"kanzi.transform.DivSufSort.trSort(int, int)",-6282,232047,0,1
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-8656,246319,0,1
"kanzi.transform.TextCodec.isText(byte)",-16811,15240674,0,100005616
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-24678,74951,0,1
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-183405,368975,-2629346,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-211070,397993,-2612306,5266221
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-418170,844488,-2629346,5283283
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-443243,878841,-1019,1029
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
