"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",15043714,0,48,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",11802957,0,61637390,0
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",5305962,0,61637390,0
"kanzi.transform.TextCodec.isText(byte)",3627735,15240674,6053,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3030491,13464763,47,1
"java.lang.Math.max(int, int)",2967684,0,29571667,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",2435726,0,21481142,0
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",2080615,0,6440520,0
"java.lang.Thread.yield()",2009782,0,3459482,0
"kanzi.transform.TextCodec.isLowerCase(byte)",1643334,7055582,6053,100005616
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",1304172,17816,10220402,211095
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",1098756,0,48,0
"java.lang.Math.min(int, int)",983420,0,10077649,0
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",741636,0,2740001,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",644949,32867,47,1
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",602066,844488,2862506,5283283
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",428304,0,4752210,0
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",310183,368975,2862506,5283283
"java.util.concurrent.atomic.AtomicInteger.get()",287748,0,3459594,0
"kanzi.transform.TextCodec.isDelimiter(byte)",263427,1082185,-20,13861126
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",171706,147014,47,1
"kanzi.transform.LZCodec$LZXCodec.emitLength(byte[ ], int, int)",136621,0,1430182,0
"kanzi.entropy.ExpGolombEncoder.encodeByte(byte)",114387,0,620111,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",96803,39947,1000448,524288
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",90885,462712,42355,4625539
"kanzi.entropy.HuffmanEncoder.updateFrequencies(int[ ])",74320,0,2474,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",71600,30492,47,1
"kanzi.transform.TextCodec$TextCodec2.expandDictionary()",61260,29214,48,1
"kanzi.bitstream.DefaultOutputBitStream.writeBit(int)",23149,0,274006,0
"java.io.OutputStream.close()",22894,32813,0,1
"java.util.Arrays.sort(int[ ], int, int)",21953,0,2474,0
"kanzi.entropy.HuffmanCommon.generateCanonicalCodes(short[ ], int[ ], int[ ], int)",15258,0,2474,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",10090,38273,1446,1028
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",9947,1039165,-1190571,12697965
"java.io.PrintStream.println(java.lang.String)",8702,0,216,0
"kanzi.entropy.HuffmanEncoder.computeInPlaceSizesPhase1(int[ ], int)",8598,0,2474,0
"kanzi.entropy.HuffmanEncoder.computeCodeLengths(int[ ], int)",5276,0,2474,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",4903,0,16,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3470,0,48,0
"kanzi.transform.LZCodec.<init>(java.util.Map)",3078,0,48,0
"kanzi.entropy.HuffmanEncoder.computeInPlaceSizesPhase2(int[ ], int)",2865,0,2474,0
"java.io.PrintStream.println(java.lang.Object)",2316,0,50,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",2264,0,3,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",1727,0,194,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",1223,0,359,0
"kanzi.Event.toString()",776,0,194,0
"kanzi.transform.TextCodec.isUpperCase(byte)",719,0,5487,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",691,0,2,0
"java.lang.StringBuilder.append(long)",671,0,391,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",663,0,1,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",577,0,1,0
"kanzi.Global.positiveOrNull(int)",506,0,3895,0
"java.lang.Long.valueOf(long)",506,0,434,0
"java.util.HashMap.<init>(java.util.Map)",502,0,48,0
"java.lang.Short.valueOf(short)",471,0,144,0
