"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",18939167,0,6104,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",17186362,0,73445850,0
"java.lang.Thread.yield()",16373743,0,29911773,0
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",7933950,0,73445850,0
"kanzi.transform.TextCodec.isText(byte)",7702447,15240674,523156,100005616
"kanzi.transform.TextCodec$TextCodec2.reset(int)",5932249,30492,6087,1
"java.lang.Math.max(int, int)",5506450,0,45912730,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",5147890,32867,6103,1
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",5109373,13464763,6103,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",4464806,39947,43115520,524288
"kanzi.transform.TextCodec.isLowerCase(byte)",3365656,7055582,523156,100005616
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",2238235,0,6168020,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",2234688,17816,14947013,211095
"java.util.concurrent.atomic.AtomicInteger.get()",2108269,0,29925507,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",2050918,0,18040626,0
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",1839206,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1483290,844488,5749136,5283283
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",1221674,0,3112411,0
"java.lang.Math.min(int, int)",1165533,0,9901869,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",762091,147014,6103,1
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",721092,0,6875003,0
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",706284,368975,5749136,5283283
"kanzi.entropy.ExpGolombEncoder.encodeByte(byte)",339829,0,1505268,0
"kanzi.transform.TextCodec.isDelimiter(byte)",320159,1082185,-38212,13861126
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",263635,878841,5075,1029
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",243740,462712,93547,4625539
"kanzi.entropy.HuffmanEncoder.updateFrequencies(int[ ])",212515,0,6104,0
"kanzi.transform.LZCodec$LZXCodec.emitLength(byte[ ], int, int)",211270,0,1872124,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",137815,38273,11180,1028
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",101356,0,4,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",98827,0,6104,0
"kanzi.transform.TransformFactory.newFunctionToken(java.util.Map, int)",85980,3779,12204,4
"kanzi.Global.log2_1024(int)",82789,0,690309,0
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",70746,397993,-113923,5266221
"java.util.Arrays.sort(int[ ], int, int)",59480,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.writeBit(int)",51371,0,504284,0
"kanzi.entropy.HuffmanCommon.generateCanonicalCodes(short[ ], int[ ], int[ ], int)",35878,0,6104,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",35535,0,1526,0
"kanzi.entropy.HuffmanEncoder.computeInPlaceSizesPhase1(int[ ], int)",20779,0,6104,0
"java.lang.Integer.numberOfLeadingZeros(int)",15253,0,137870,0
"java.util.HashMap.<init>(java.util.Map)",12982,0,6104,0
"kanzi.entropy.HuffmanEncoder.computeCodeLengths(int[ ], int)",12654,0,6104,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12583,0,6104,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",11793,0,42730,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",11393,0,6104,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",10793,0,12208,0
"java.lang.Integer.valueOf(int)",10223,0,30529,0
