"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZCodec1.findMatch(kanzi.SliceByteArray, int)",31668013,0,34432507,0
"java.lang.Thread.yield()",15542654,0,21634784,0
"kanzi.transform.TextCodec.isText(byte)",11100794,15240674,644,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9434561,13464763,5,1
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",9007170,0,34432507,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",8777920,0,34432507,0
"kanzi.transform.ROLZCodec$ROLZCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",6431364,0,6,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",6430827,32867,5,1
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",6194752,0,53884901,0
"kanzi.transform.TextCodec.isLowerCase(byte)",5222654,7055582,644,100005616
"java.lang.Math.min(int, int)",4070636,0,34434375,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",3837462,0,34432507,0
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",3416835,2831974,-748,1028
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",3076191,2462807,5375832,33678300
"java.util.concurrent.atomic.AtomicInteger.get()",2574547,0,21634797,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",729756,878841,-737,1029
"kanzi.transform.TextCodec.isDelimiter(byte)",679213,1082185,-3,13861126
"java.lang.Integer.numberOfTrailingZeros(int)",624975,0,5281603,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",597921,844488,283158,5283283
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",493484,1039165,-311443,12697965
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",490381,1350314,-311443,12697965
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",299017,368975,283158,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",256222,397993,260979,5266221
"kanzi.entropy.EntropyUtils$FreqSortData.compareTo(java.lang.Object)",237381,26083,747976,166150
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",237238,462712,-25888,4625539
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",213354,147014,5,1
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",185863,0,6,0
