"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12050755,0,12,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",8576844,0,57854756,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4025159,0,12,0
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",3859928,0,57854756,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",2901418,0,27252303,0
"java.lang.Math.max(int, int)",2073782,0,26233700,0
"java.lang.Thread.yield()",1786724,0,3319655,0
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",1647748,0,6716382,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1610975,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",1567052,0,25000000,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",987458,17816,9388155,211095
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",865647,0,12,0
"java.lang.Math.min(int, int)",791270,0,10331476,0
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",539669,0,2644188,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",530611,32867,11,1
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",317647,844488,2281024,5283283
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",301215,0,4328866,0
"java.util.concurrent.atomic.AtomicInteger.get()",232823,0,3319682,0
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",136331,368975,2281024,5283283
"kanzi.transform.LZCodec$LZXCodec.emitLength(byte[ ], int, int)",94646,0,1279400,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",94579,38273,1253,1028
"kanzi.entropy.ExpGolombEncoder.encodeByte(byte)",87012,0,573260,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",79190,30492,11,1
"kanzi.entropy.HuffmanEncoder.updateFrequencies(int[ ])",58931,0,2269,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",54369,147014,11,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",39061,39947,250880,524288
"java.io.OutputStream.close()",28285,32813,0,1
"java.util.Arrays.sort(int[ ], int, int)",18710,0,2269,0
"kanzi.bitstream.DefaultOutputBitStream.writeBit(int)",18092,0,265283,0
"java.io.ByteArrayOutputStream.<init>(int)",15517,31715,11,1
"kanzi.entropy.HuffmanCommon.generateCanonicalCodes(short[ ], int[ ], int[ ], int)",12474,0,2269,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",11357,0,12,0
"kanzi.entropy.HuffmanEncoder.computeInPlaceSizesPhase1(int[ ], int)",7332,0,2269,0
"kanzi.entropy.HuffmanEncoder.computeCodeLengths(int[ ], int)",4489,0,2269,0
"kanzi.entropy.HuffmanEncoder.computeInPlaceSizesPhase2(int[ ], int)",2373,0,2269,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2294,0,3,0
"kanzi.transform.LZCodec.<init>(java.util.Map)",2058,0,12,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",1202,0,1,0
"java.lang.Short.valueOf(short)",866,0,36,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",757,0,2,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",533,0,4,0
"kanzi.transform.TextCodec.isUpperCase(byte)",533,0,5487,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",528,0,97,0
"java.io.PrintStream.println(java.lang.String)",498,0,7,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",414,0,12,0
"kanzi.Global.positiveOrNull(int)",401,0,3895,0
"kanzi.Global.log2_1024(int)",373,0,2411,0
"kanzi.transform.TextCodec.<clinit>()",346,0,1,0
"java.lang.String.split(java.lang.String)",337,0,3,0
"kanzi.entropy.ExpGolombEncoder.<init>(kanzi.OutputBitStream, boolean)",325,0,2269,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",324,0,2175,0
"java.lang.Character.valueOf(char)",312,0,1,0
"java.lang.String.equals(java.lang.Object)",310,0,396,0
"java.lang.Integer.numberOfLeadingZeros(int)",224,0,1966,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",216,0,1,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",191,0,98,0
"java.util.HashMap.<init>(java.util.Map)",147,0,12,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",147,0,13,0
"java.lang.Integer.valueOf(int)",122,0,69,0
"java.util.Map.keySet()",103,0,1,0
"kanzi.entropy.HuffmanEncoder.<init>(kanzi.OutputBitStream, int)",100,0,12,0
"java.util.Set.iterator()",90,0,1,0
"java.util.concurrent.atomic.AtomicInteger.incrementAndGet()",84,0,12,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-37442,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-44684,462712,-23133,4625539
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.TextCodec.isDelimiter(byte)",-163873,1082185,-5,13861126
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-180338,397993,-1832342,5266221
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-189417,1039165,-528840,12697965
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-195779,1350314,-528840,12697965
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-346478,878841,-1017,1029
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-505672,13464763,11,1
"kanzi.transform.TextCodec.isLowerCase(byte)",-518914,7055582,1417,100005616
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec.isText(byte)",-1060355,15240674,1417,100005616
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
