"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",14220218,0,21757040,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7226525,0,12208,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",5303991,32867,12207,1
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2888982,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2797118,0,25000000,0
"java.util.concurrent.atomic.AtomicInteger.get()",2063369,0,21783200,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",1416873,878841,23387,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1203695,844488,4119581,5283283
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",579583,368975,4119581,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",542611,397993,4109555,5266221
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",192655,0,12208,0
"java.io.OutputStream.close()",157370,32813,0,1
"kanzi.Global.log2_1024(int)",157061,0,1182539,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",138885,0,7,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",131135,38273,11180,1028
"java.io.OutputStream.write(byte[ ], int, int)",72625,14262,11130,1460
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",46245,0,12209,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",31432,0,1744,0
"kanzi.io.CompressedOutputStream.processBlock()",23171,4846,1743,1
"java.lang.Integer.numberOfLeadingZeros(int)",19632,0,160305,0
"java.io.ByteArrayOutputStream.<init>(int)",18496,31715,12207,1
"kanzi.io.CompressedOutputStream$EncodingTask.call()",17069,0,24416,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",16964,17816,33075,211095
