"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",401651500,0,513427192,0
"java.lang.Thread.yield()",169983604,0,275212886,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",149263438,0,64178399,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",144948525,0,513427192,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",136992063,0,513427192,0
"kanzi.Global.squash(int)",131461783,3011,513430360,3895
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",79659883,0,513428728,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",67605540,0,513427192,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",60301224,32867,47,1
"kanzi.Global.positiveOrNull(int)",57258697,0,496522064,0
"kanzi.entropy.TPAQPredictor.get()",55624119,0,513427192,0
"java.util.concurrent.atomic.AtomicInteger.get()",24682977,0,275212990,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",24017085,0,192535197,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",23951563,0,48,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",19744806,0,162673331,0
"kanzi.entropy.TPAQPredictor.findMatch()",16131186,0,64178399,0
"kanzi.transform.TextCodec.isText(byte)",13331706,15240674,-474583,100005616
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",8983261,0,48,0
"kanzi.entropy.TPAQPredictor.hash(int, int)",8024755,0,64178399,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7400205,0,48,0
"kanzi.transform.TextCodec.isLowerCase(byte)",6724258,7055582,-474583,100005616
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",5984274,0,48,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2894054,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2831063,0,25000000,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1819808,0,11811725,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1557841,0,5800032,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1073825,0,48,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",780073,0,4651238,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",724844,0,5800032,0
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",723536,0,96,0
"kanzi.transform.TextCodec.isDelimiter(byte)",702350,1082185,-2027,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",653522,1350314,-886475,12697965
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",275674,0,48,0
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",183812,0,96,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",160771,147014,47,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",143278,39947,1000448,524288
"kanzi.transform.TextCodec$TextCodec1.reset(int)",76153,0,48,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",71911,38273,-980,1028
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",45956,0,386048,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",22325,0,177069,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",11758,0,48,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2956,0,8,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",1999,0,6,0
"java.nio.ByteOrder.nativeOrder()",1872,0,14,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",879,0,48,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",696,0,2,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",561,0,434,0
"kanzi.io.CompressedOutputStream.writeHeader()",515,0,1,0
"kanzi.transform.TransformFactory.getTypeToken(java.lang.String)",508,0,6,0
"kanzi.transform.TextCodec.isUpperCase(byte)",490,0,5487,0
"java.util.HashMap.<init>(java.util.Map)",459,0,48,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",435,0,1,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",434,0,264,0
"java.lang.Integer.valueOf(int)",431,0,345,0
"kanzi.transform.TextCodec.<clinit>()",418,0,1,0
"java.lang.String.split(java.lang.String)",351,0,3,0
"java.lang.Math.min(int, int)",342,0,1871,0
"java.lang.String.equals(java.lang.Object)",316,0,584,0
"kanzi.entropy.BinaryEntropyEncoder.<init>(kanzi.OutputBitStream, kanzi.Predictor)",296,0,48,0
"kanzi.bitstream.DefaultOutputBitStream.close()",282,0,49,0
"java.lang.Character.valueOf(char)",274,0,1,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",250,0,49,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",246,0,1676,0
"java.lang.String.valueOf(java.lang.Object)",224,0,7,0
"kanzi.transform.TextCodec$TextCodec1.<init>(java.util.Map)",221,0,48,0
"java.lang.Integer.numberOfLeadingZeros(int)",216,0,192,0
"kanzi.Global.log2(int)",192,0,192,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",183,0,96,0
"java.lang.String.toUpperCase()",175,0,59,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-39531,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-132286,368975,-2725201,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-165585,397993,-2708332,5266221
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-298736,878841,-933,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-329976,844488,-2725201,5283283
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
