"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7587542,0,12,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2975820,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2880704,0,25000000,0
"java.lang.Thread.yield()",1138928,0,1570817,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",414008,32867,11,1
"java.io.OutputStream.close()",155683,32813,0,1
"java.util.concurrent.atomic.AtomicInteger.get()",144783,0,1570843,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",122751,38273,-1016,1028
"java.io.OutputStream.write(byte[ ], int, int)",55956,14262,5037,1460
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",26568,15822,6198,1818
"kanzi.io.CompressedOutputStream.write(byte[ ], int, int)",17776,1167,0,1526
"kanzi.io.CompressedOutputStream.processBlock()",5592,4846,1,1
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2230,0,2,0
"java.nio.ByteOrder.nativeOrder()",2030,0,14,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",1302,0,1,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",743,0,6534,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",735,0,2,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",617,0,12,0
"java.lang.String.equals(java.lang.Object)",575,0,356,0
"kanzi.Global.log2_1024(int)",562,0,2411,0
"java.lang.Character.valueOf(char)",500,0,1,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",470,0,7,0
"java.lang.Integer.numberOfLeadingZeros(int)",336,0,1942,0
"kanzi.Global.positiveOrNull(int)",332,0,3895,0
"java.lang.String.split(java.lang.String)",304,0,1,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",220,0,13,0
"java.lang.Math.min(int, int)",197,0,1541,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",156,0,1,0
"java.util.HashMap.<init>(java.util.Map)",143,0,12,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",117,0,61,0
"java.lang.Integer.valueOf(int)",88,0,45,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",86,0,12,0
"java.lang.Integer.parseInt(java.lang.String)",78,0,4,0
"java.util.concurrent.atomic.AtomicInteger.incrementAndGet()",69,0,12,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",61,0,24,0
"java.lang.Boolean.valueOf(boolean)",60,0,19,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",59,0,14,0
"java.lang.String.startsWith(java.lang.String)",58,0,75,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",49,0,12,0
"kanzi.app.Kanzi.<clinit>()",48,0,1,0
"java.lang.Math.min(long, long)",42,0,24,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",38,0,24,0
"java.lang.String.toUpperCase()",38,0,7,0
"java.lang.String.trim()",37,0,36,0
"kanzi.bitstream.DefaultOutputBitStream.close()",37,0,13,0
"kanzi.io.CompressedOutputStream$CustomByteArrayOutputStream.<init>(byte[ ], int)",36,0,12,0
"java.nio.file.FileSystems.getDefault()",36,0,2,0
"java.io.FileInputStream.<init>(java.lang.String)",34,0,1,0
"kanzi.entropy.NullEntropyEncoder.encode(byte[ ], int, int)",33,0,12,0
"java.nio.file.FileSystem.getPath(java.lang.String, java.lang.String[ ])",33,0,2,0
"kanzi.io.CompressedOutputStream$Status.<init>(int, int, java.lang.String)",33,0,12,0
"java.nio.file.Path.toString()",32,0,1,0
"kanzi.transform.NullTransform.doCopy(kanzi.SliceByteArray, kanzi.SliceByteArray)",32,0,12,0
"java.util.Arrays.fill(int[ ], int)",32,0,2,0
"java.lang.Long.valueOf(long)",31,0,2,0
"kanzi.io.CompressedOutputStream.close()",30,0,1,0
"kanzi.Global.log2(int)",25,0,24,0
"java.lang.StringBuilder.<init>()",25,0,6,0
"kanzi.Global.<clinit>()",23,0,1,0
"java.nio.file.Files.isDirectory(java.nio.file.Path, java.nio.file.LinkOption[ ])",22,0,1,0
"kanzi.transform.TransformFactory.<init>()",22,0,14,0
"java.util.List.add(java.lang.Object)",21,0,13,0
"java.util.Iterator.hasNext()",20,0,15,0
"java.util.concurrent.atomic.AtomicBoolean.getAndSet(boolean)",20,0,3,0
"kanzi.io.CompressedOutputStream._get_pool(java.util.Map)",20,0,1,0
"java.nio.file.Files.size(java.nio.file.Path)",19,0,1,0
"java.util.Map.remove(java.lang.Object)",19,0,10,0
"java.util.Map.get(java.lang.Object)",19,0,9,0
"java.util.List.iterator()",19,0,3,0
"kanzi.SliceByteArray.<init>(byte[ ], int, int)",18,0,2,0
"kanzi.transform.Sequence.<init>(kanzi.ByteTransform[ ])",17,0,12,0
"java.lang.StringBuilder.append(java.lang.String)",17,0,14,0
"java.lang.Boolean.booleanValue()",17,0,17,0
"kanzi.entropy.NullEntropyEncoder.<init>(kanzi.OutputBitStream)",16,0,12,0
"kanzi.Memory.<clinit>()",16,0,1,0
"java.io.InputStream.read(byte[ ], int, int)",-2044,17930,0,1527
"java.io.ByteArrayOutputStream.<init>(int)",-5171,31715,11,1
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-37220,43035,0,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",-39947,39947,-524288,524288
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",-147014,147014,-1,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-304815,368975,-4317592,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-334076,397993,-4300556,5266221
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-706540,844488,-4317592,5283283
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-721590,878841,-1005,1029
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.transform.TextCodec.isDelimiter(byte)",-1082185,1082185,-13861126,13861126
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-1350314,1350314,-12697965,12697965
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.TextCodec.isLowerCase(byte)",-7055582,7055582,-100005616,100005616
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
"kanzi.transform.TextCodec.isText(byte)",-15240674,15240674,-100005616,100005616
