"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",457865345,0,524388288,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",171970322,0,65548536,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",161608665,0,524388288,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",151209426,0,524388288,0
"kanzi.Global.squash(int)",150591297,3011,524394624,3895
"java.lang.Thread.yield()",92564863,0,130537714,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",88106101,0,524392728,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",76974854,0,524388288,0
"kanzi.Global.positiveOrNull(int)",66724752,0,510990656,0
"kanzi.entropy.TPAQPredictor.get()",63660202,0,524388288,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",35782750,32867,95,1
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",31367139,0,209522294,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",27818439,0,196645608,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",26017337,0,96,0
"kanzi.entropy.TPAQPredictor.findMatch()",15603347,0,65548536,0
"kanzi.transform.TextCodec.isText(byte)",15234465,15240674,-468343,100005616
"java.util.concurrent.atomic.AtomicInteger.get()",14202783,0,130537920,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",10798551,0,96,0
"kanzi.entropy.TPAQPredictor.hash(int, int)",9111753,0,65548536,0
"kanzi.transform.TextCodec.isLowerCase(byte)",7712193,7055582,-468343,100005616
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",7503785,0,96,0
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",2065017,15822,6317543,1818
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1826839,0,11504395,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1759480,0,6059430,0
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",1435468,0,192,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",909563,0,96,0
"kanzi.transform.TextCodec.isDelimiter(byte)",849021,1082185,-2043,13861126
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",844258,0,4696320,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",825478,1350314,-1193805,12697965
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",803208,0,6059430,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",443015,147014,95,1
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",364814,0,96,0
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",322264,0,160,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",287011,39947,1999872,524288
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",145019,38273,-932,1028
"kanzi.transform.TextCodec$TextCodec1.reset(int)",140916,0,96,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",26098,0,177069,0
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",19313,0,98304,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",8111,0,96,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",5672,0,96,0
