"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",23702281,0,382,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",19421644,0,71534916,0
"java.lang.Thread.yield()",12535077,0,20324343,0
"kanzi.transform.TextCodec.isText(byte)",11575261,15240674,49082,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9123964,13464763,381,1
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",8897524,0,71534916,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7533381,0,382,0
"kanzi.transform.TextCodec.isLowerCase(byte)",5284754,7055582,49082,100005616
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",5042041,0,36401534,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",4600295,32867,381,1
"java.lang.Math.max(int, int)",4560833,0,32670049,0
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",4040984,0,9616807,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3021474,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2917860,0,25000000,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",2081349,17816,11514775,211095
"java.lang.Math.min(int, int)",1979043,0,14685984,0
"java.util.concurrent.atomic.AtomicInteger.get()",1858247,0,20325171,0
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",1794311,0,382,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1317085,844488,3721154,5283283
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",1308736,0,3778905,0
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",715508,0,5576534,0
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",634672,368975,3721154,5283283
