"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",73865719,0,51845974,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",62785091,0,414767792,0
"kanzi.entropy.CMPredictor.update(int)",33826079,0,414767792,0
"kanzi.entropy.CMPredictor.get()",32582996,0,414767792,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",14837449,0,6,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",14338994,0,186636974,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13626310,0,3,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",4359820,0,3,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4213668,0,3,0
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",3786218,0,8849239,0
"java.lang.Thread.yield()",2766257,0,5339168,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1796043,0,25029984,0
"kanzi.util.hash.XXHash32.round(int, int)",1762947,0,25000000,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1575405,7787177,-186,23318
"kanzi.transform.DivSufSort.swapInSA(int, int)",1428460,4841531,12643412,62866167
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",996933,0,12572789,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",897874,0,5521018,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",840792,32867,2,1
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",788229,3320133,4625683,30272617
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",453323,0,4605380,0
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",452504,934500,543,2169
"kanzi.transform.TextCodec.isLowerCase(byte)",439934,7055582,258,100005616
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",412017,0,5521018,0
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",351873,74951,2,1
"java.util.concurrent.atomic.AtomicInteger.get()",343757,0,5339175,0
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",327535,1683686,2,1
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",202259,683166,2,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",172233,2221062,24957,1170187
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",169176,1290470,101133,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",140646,1403889,172660,1382349
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",90764,600885,536310,2977117
"kanzi.transform.TextCodec$TextCodec1.reset(int)",72332,0,3,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",66057,147014,2,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",49209,243889,482589,2539457
"kanzi.transform.DivSufSort.trIlg(int)",31678,287614,504207,2923260
"kanzi.transform.DivSufSort$Stack.pop()",27584,404963,655606,3947293
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",24672,39947,260096,524288
"kanzi.transform.DivSufSort$TRBudget.check(int)",20790,109845,266874,1121148
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",15570,0,1,0
"kanzi.transform.DivSufSort.ssIlg(int)",12861,89948,120393,879443
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",11815,197945,133127,895009
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",7529,111359,101111,535018
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",5993,63508,70465,447834
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",5159,84152,2,1
"kanzi.transform.DivSufSort.ssCompare(int, int, int, int)",4767,0,23898,0
"kanzi.transform.DivSufSort.trSort(int, int)",4459,232047,2,1
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2909,0,3,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",1912,0,1,0
"java.io.PrintStream.println(java.lang.String)",1584,0,36,0
"kanzi.transform.LZCodec.<init>(java.util.Map)",1042,0,6,0
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",820,73526,80593,543208
"java.util.Arrays.fill(int[ ], int)",816,0,769,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",736,0,1,0
"kanzi.transform.DivSufSort.reset()",728,0,3,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",705,0,2,0
"kanzi.transform.TextCodec.isUpperCase(byte)",597,0,5487,0
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-1114,44027,62386,335626
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-1601,98096,62705,437100
"kanzi.transform.TextCodec.isText(byte)",-19986,15240674,258,100005616
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-27252,43035,0,1
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-29347,1350314,-125176,12697965
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",-38273,38273,-1028,1028
"kanzi.transform.TextCodec.isDelimiter(byte)",-39181,1082185,-1,13861126
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-170242,368975,-2522754,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-195033,397993,-2505705,5266221
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-415931,878841,-1023,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-452085,844488,-2522754,5283283
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
