"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",470429085,0,562975112,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",188860828,0,70371889,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",175161204,0,562975112,0
"kanzi.Global.squash(int)",169328484,3011,562987718,3895
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",166638984,0,562975112,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",82367932,0,562975112,0
"java.lang.Thread.yield()",77240556,0,116015731,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",76379894,0,559347548,0
"kanzi.Global.positiveOrNull(int)",72755241,0,556143616,0
"kanzi.entropy.TPAQPredictor.get()",68310792,0,562975112,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",33403937,0,226572247,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",30138277,0,211115667,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",28021869,32867,381,1
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",24648044,0,382,0
"kanzi.transform.TextCodec.isText(byte)",14082335,15240674,-431154,100005616
"kanzi.entropy.TPAQPredictor.findMatch()",13873120,0,70371889,0
"java.util.concurrent.atomic.AtomicInteger.get()",11470756,0,116016550,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",11206737,0,382,0
"kanzi.transform.TextCodec.isLowerCase(byte)",6388624,7055582,-431154,100005616
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",2190840,0,382,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1946584,0,6765200,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1682679,0,382,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1408251,0,10566767,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",958458,0,6765200,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",907640,0,4768015,0
"kanzi.transform.TextCodec.isDelimiter(byte)",735297,1082185,-2129,13861126
"kanzi.transform.TextCodec$TextCodec1.reset(int)",563695,0,382,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",375427,1350314,-2131433,12697965
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",358218,0,382,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",349030,39947,2214912,524288
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",253173,38273,-264,1028
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",251765,147014,381,1
"java.io.PrintStream.println(java.lang.String)",85552,0,1552,0
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",74212,0,97792,0
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",32935,0,382,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",26989,0,382,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",26826,0,1528,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",22874,0,177065,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",15018,0,7,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",14036,0,2316,0
"java.io.PrintStream.println(java.lang.Object)",13682,0,384,0
"kanzi.Global.log2_1024(int)",12513,0,70297,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",9204,0,1530,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",8862,0,382,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",7993,0,382,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",7671,0,55,0
"kanzi.Event.toString()",6301,0,1530,0
"java.lang.Long.valueOf(long)",6165,0,3440,0
"java.lang.Integer.numberOfLeadingZeros(int)",3958,0,28405,0
"java.lang.StringBuilder.toString()",3926,0,1935,0
"java.lang.StringBuilder.append(long)",3550,0,3063,0
"java.lang.Integer.valueOf(int)",2987,0,4593,0
"java.lang.StringBuilder.append(java.lang.String)",2780,0,9993,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",2096,0,764,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",2072,0,3440,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",2001,0,1530,0
"kanzi.transform.TextCodec$TextCodec1.<init>(java.util.Map)",1903,0,382,0
"java.util.Map.get(java.lang.Object)",1804,0,1155,0
"java.util.Map.remove(java.lang.Object)",1773,0,392,0
"java.util.HashMap.<init>(java.util.Map)",1720,0,382,0
"kanzi.entropy.BinaryEntropyEncoder.<init>(kanzi.OutputBitStream, kanzi.Predictor)",1510,0,382,0
"kanzi.bitstream.DefaultOutputBitStream.close()",1414,0,383,0
"java.lang.StringBuilder.<init>(int)",1240,0,1530,0
"java.lang.StringBuilder.append(int)",1233,0,1532,0
"kanzi.Event.getId()",1179,0,3058,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean, long)",1124,0,1530,0
"kanzi.Global.log2(int)",1112,0,1528,0
"java.lang.String.equals(java.lang.Object)",964,0,2254,0
"java.lang.System.nanoTime()",907,0,1534,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-38754,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-60918,368975,-2322396,5283283
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-96821,397993,-2306466,5266221
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-118862,878841,-265,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-159486,844488,-2322396,5283283
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
