"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",3819598,0,6,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1567111,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",1532568,0,25000000,0
"java.lang.Thread.yield()",409518,0,764589,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",389191,2221062,203712,1170187
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",199112,2831974,86,1028
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",107800,32867,5,1
"java.io.ByteArrayOutputStream.<init>(int)",100669,31715,5,1
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",97509,2462807,2756052,33678300
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",92403,956931,5,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",87888,38273,92,1028
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",63062,84152,5,1
"java.util.concurrent.atomic.AtomicInteger.get()",54337,0,764604,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",53979,30492,5,1
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",43405,683166,5,1
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",42622,147014,5,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",37298,878841,91,1029
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",33104,246319,5,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",22370,39947,257024,524288
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",8876,368975,467266,5283283
"kanzi.transform.DivSufSort.ssIlg(int)",5712,89948,148756,879443
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",2282,397993,465628,5266221
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",1677,0,3,0
"java.io.PrintStream.println(java.lang.String)",1390,0,30,0
"kanzi.transform.DivSufSort.trSort(int, int)",-588,232047,5,1
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-697,63508,23390,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-5525,73526,32768,543208
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-6116,844488,467266,5283283
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-14226,197945,73819,895009
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-16306,98096,-23102,437100
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-20121,44027,-102048,335626
"kanzi.transform.DivSufSort$TRBudget.check(int)",-22074,109845,-120342,1121148
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-32201,243889,-88747,2539457
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-32717,43035,0,1
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-37479,74951,5,1
"kanzi.transform.DivSufSort$Stack.pop()",-41286,404963,204228,3947293
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-44138,111359,-169342,535018
"kanzi.transform.DivSufSort.trIlg(int)",-50335,287614,-41691,2923260
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-68204,462712,-25888,4625539
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-69227,600885,-59041,2977117
"kanzi.transform.TextCodec.isDelimiter(byte)",-158459,1082185,-3,13861126
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-186450,1403889,216896,1382349
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-193567,1039165,-311443,12697965
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-284062,1350314,-311443,12697965
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-357637,1683686,5,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-481406,1290470,-169285,535262
"kanzi.transform.TextCodec.isLowerCase(byte)",-592601,7055582,644,100005616
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-614983,934500,-1214,2169
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-737778,3320133,-1262988,30272617
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-1049387,13464763,5,1
"kanzi.transform.DivSufSort.swapInSA(int, int)",-1148590,4841531,-10371265,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-1170957,7787177,77293,23318
"kanzi.transform.TextCodec.isText(byte)",-1244454,15240674,644,100005616
