"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",64311670,0,35016942,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",56235351,0,338709233,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",39693322,0,35016798,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",23531240,0,24,0
"kanzi.transform.TextCodec.isText(byte)",18393775,15240674,2963,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",15854603,13464763,23,1
"java.lang.Thread.yield()",12987712,0,16247291,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",12347459,0,35016798,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",12100201,0,35016798,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",9049214,0,57976212,0
"kanzi.transform.TextCodec.isLowerCase(byte)",8375291,7055582,2963,100005616
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",5997510,0,39728269,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",5385157,0,35016798,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",5382667,0,4711351,0
"java.lang.Math.min(int, int)",5365682,0,35018424,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",4635058,32867,23,1
"java.util.concurrent.atomic.AtomicInteger.get()",1850062,0,16247342,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",1460396,0,9422750,0
"kanzi.transform.TextCodec.isDelimiter(byte)",1139035,1082185,-10,13861126
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",1039480,0,6984529,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",930881,1350314,-808517,12697965
"java.lang.Integer.numberOfTrailingZeros(int)",919692,0,6536744,0
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",889861,1039165,-808517,12697965
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",599234,147014,23,1
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",472501,462712,1533,4625539
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",253823,38273,-1004,1028
"kanzi.transform.TextCodec$TextCodec2.reset(int)",229505,30492,23,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",210164,39947,959488,524288
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",64414,0,24,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",48738,0,24,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",23252,878841,-981,1029
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",10873,0,24,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",8538,0,3,0
"java.lang.Integer.valueOf(int)",4192,0,225,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",3857,0,24,0
"kanzi.Global.log2_1024(int)",3521,0,4770,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",2191,0,24,0
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",1418,0,24,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",1017,0,8,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",946,0,98,0
"java.io.PrintStream.println(java.lang.String)",812,0,23,0
"java.lang.Integer.numberOfLeadingZeros(int)",779,0,3100,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",698,0,2,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",695,0,1,0
"kanzi.transform.TextCodec.isUpperCase(byte)",620,0,5487,0
"kanzi.transform.TransformFactory.getTypeToken(java.lang.String)",492,0,6,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",442,0,1,0
