"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",22647025,0,40942133,0
"kanzi.transform.LZCodec$LZXCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",20605683,0,6104,0
"kanzi.transform.LZCodec$LZXCodec.hash(byte[ ], int)",18445560,0,73445850,0
"kanzi.transform.TextCodec.isText(byte)",9293319,15240674,523156,100005616
"kanzi.Memory$LittleEndian.readLong64(byte[ ], int)",8403678,0,73445850,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",7241084,32867,6103,1
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",6386551,13464763,6103,1
"kanzi.transform.TextCodec$TextCodec2.reset(int)",6311807,30492,6087,1
"java.lang.Math.max(int, int)",5744672,0,45913035,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",4809880,39947,43115520,524288
"kanzi.transform.TextCodec.isLowerCase(byte)",4183812,7055582,523156,100005616
"java.util.concurrent.atomic.AtomicInteger.get()",2987063,0,40955562,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",2444798,17816,14947013,211095
"kanzi.transform.LZCodec$LZXCodec.findMatch(byte[ ], int, int, int)",2434197,0,6168020,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",2251936,0,18040626,0
"kanzi.entropy.HuffmanEncoder.encode(byte[ ], int, int)",2031302,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1665048,844488,5749136,5283283
"kanzi.transform.LZCodec$LZXCodec.emitLiterals(byte[ ], int, byte[ ], int, int)",1340672,0,3112411,0
"java.lang.Math.min(int, int)",1245694,0,9901564,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",879272,147014,6103,1
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",798340,368975,5749136,5283283
"kanzi.transform.LZCodec$LZXCodec.arrayChunkCopy(byte[ ], int, byte[ ], int)",767736,0,6875003,0
"kanzi.transform.TextCodec.isDelimiter(byte)",528631,1082185,-38212,13861126
"kanzi.entropy.ExpGolombEncoder.encodeByte(byte)",369327,0,1505268,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",330712,878841,5075,1029
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",305914,462712,93547,4625539
"java.io.PrintStream.println(java.lang.String)",248739,0,24440,0
"kanzi.entropy.HuffmanEncoder.updateFrequencies(int[ ])",233581,0,6104,0
"kanzi.transform.LZCodec$LZXCodec.emitLength(byte[ ], int, int)",227419,0,1872124,0
"java.lang.String.format(java.lang.String, java.lang.Object[ ])",182722,6808,30520,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",159260,38273,11180,1028
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",115055,0,5,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",105135,0,6104,0
"java.io.PrintStream.println(java.lang.Object)",101023,0,6106,0
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",91037,397993,-113923,5266221
"kanzi.Global.log2_1024(int)",90276,0,690309,0
"kanzi.Event.toString()",65754,0,24418,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",65399,0,24418,0
"java.util.Arrays.sort(int[ ], int, int)",63785,0,6104,0
