"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",41638023,0,3052,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",35247056,0,462690440,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",14532527,0,3052,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4533000,0,3052,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",2622652,2221062,1640796,1170187
"kanzi.transform.TextCodec$TextCodec1.reset(int)",2132459,0,3038,0
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1945916,0,3052,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1853389,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",1781786,0,25000000,0
"java.lang.Thread.yield()",1712410,0,2884069,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",1573385,39947,21253120,524288
"kanzi.entropy.FPAQEncoder.flush()",1515654,0,8716278,0
"kanzi.transform.TextCodec.isText(byte)",1150294,15240674,-65698,100005616
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",1050935,683166,3051,1
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",1028608,3320133,12759603,30272617
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",740285,0,9301310,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",701127,0,8716278,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",560757,0,4735798,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",559564,32867,3051,1
"kanzi.transform.TextCodec.isLowerCase(byte)",486838,7055582,-65698,100005616
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",373242,147014,3051,1
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",276302,6502,1496973,21149
"java.util.concurrent.atomic.AtomicInteger.get()",218462,0,2891699,0
"kanzi.transform.DivSufSort$Stack.pop()",208619,404963,1961614,3947293
"kanzi.transform.DivSufSort.ssIlg(int)",172919,89948,1581296,879443
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",171788,246319,3051,1
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",120644,0,2,0
"kanzi.transform.DivSufSort.<init>()",118882,0,3052,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",76008,38273,2024,1028
"kanzi.transform.DivSufSort$StackElement.<init>(kanzi.transform.DivSufSort$1)",59147,0,341824,0
"kanzi.transform.DivSufSort.reset()",59001,0,3052,0
"kanzi.transform.DivSufSort.trIlg(int)",52711,287614,525045,2923260
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",51359,0,1526,0
"kanzi.transform.DivSufSort.trSort(int, int)",44459,232047,3051,1
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",42509,0,3052,0
"kanzi.Global.log2_1024(int)",39654,0,407357,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",39252,0,9156,0
"kanzi.transform.SRT.preprocess(int[ ], byte[ ])",38666,0,3052,0
"kanzi.transform.DivSufSort$StackElement.<init>()",26848,0,341824,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",26380,0,3052,0
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",24515,84152,3051,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",21505,197945,106833,895009
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",19332,73526,78476,543208
"kanzi.transform.BWTBlockCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",18231,0,3052,0
"kanzi.entropy.FPAQEncoder.<init>(kanzi.OutputBitStream)",17454,0,3052,0
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",14938,63508,-65552,447834
"kanzi.transform.Sequence.getMaxEncodedLength(int)",14751,0,6104,0
"java.util.HashMap.<init>(java.util.Map)",13520,0,3052,0
"java.lang.Integer.valueOf(int)",10342,0,15269,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",9923,0,3052,0
"java.lang.Integer.numberOfLeadingZeros(int)",9713,0,96712,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",8797,0,15271,0
"kanzi.transform.TextCodec$TextCodec1.<init>(java.util.Map)",8276,0,3052,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",8071,0,15262,0
