"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",63283322,0,48,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",53369526,0,348501984,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",29233667,0,48,0
"kanzi.transform.TextCodec.isText(byte)",18174258,15240674,6053,100005616
"java.lang.Thread.yield()",16736258,0,20711536,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",9182671,0,48,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",8242186,7787177,136545,23318
"kanzi.transform.TextCodec.isLowerCase(byte)",8135423,7055582,6053,100005616
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",6020363,32867,47,1
"kanzi.transform.DivSufSort.swapInSA(int, int)",4530592,4841531,-5056951,62866167
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",4517950,2221062,427841,1170187
"kanzi.util.hash.XXHash32.round(int, int)",3655419,0,25000000,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3605888,0,25000000,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",2925311,3320133,1814853,30272617
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2869935,0,48,0
"java.util.concurrent.atomic.AtomicInteger.get()",2373572,0,20711638,0
"kanzi.entropy.FPAQEncoder.flush()",2124179,0,6495242,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1837870,0,11770397,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",1694277,1403889,655622,1382349
"kanzi.transform.TextCodec.isDelimiter(byte)",1186364,1082185,-20,13861126
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",920231,0,4652707,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",917413,1350314,-927568,12697965
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",916744,0,6495242,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",819130,683166,47,1
"kanzi.transform.DivSufSort$Stack.pop()",559650,404963,1106578,3947293
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",513278,246319,47,1
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",507351,600885,514317,2977117
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",457633,147014,47,1
"kanzi.transform.DivSufSort.trSort(int, int)",368797,232047,47,1
"kanzi.transform.DivSufSort.trIlg(int)",335556,287614,532986,2923260
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",311599,197945,288611,895009
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",203660,243889,315881,2539457
"kanzi.transform.TextCodec$TextCodec1.reset(int)",201422,0,48,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",185537,39947,1000448,524288
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",170156,0,49,0
"kanzi.transform.DivSufSort.ssIlg(int)",160998,89948,408606,879443
"kanzi.transform.DivSufSort$TRBudget.check(int)",125183,109845,47241,1121148
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",121577,63508,131784,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",97855,73526,138359,543208
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",95323,84152,47,1
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",51232,98096,38438,437100
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",37610,111359,-199666,535018
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",18554,0,6,0
"kanzi.transform.SRT.preprocess(int[ ], byte[ ])",14817,0,48,0
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12950,74951,47,1
"kanzi.transform.DivSufSort.<init>()",2655,0,48,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",2493,0,144,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",2292,0,8,0
"kanzi.transform.DivSufSort.reset()",2212,0,48,0
"kanzi.transform.DivSufSort$StackElement.<init>(kanzi.transform.DivSufSort$1)",1890,0,5376,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int, int)",1781,0,10122,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",1716,0,194,0
"java.lang.Integer.numberOfLeadingZeros(int)",1322,0,7714,0
"kanzi.transform.SRT.encodeHeader(int[ ], byte[ ], int)",988,0,48,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",983,0,48,0
"java.io.PrintStream.println(java.lang.String)",981,0,23,0
"kanzi.transform.BWTBlockCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",969,0,48,0
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-1417,44027,-117905,335626
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-34581,368975,-2311196,5283283
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-37588,43035,0,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",-38273,38273,-1028,1028
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-47641,878841,-933,1029
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-64519,397993,-2294328,5266221
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-101002,844488,-2311196,5283283
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-112183,1290470,-199597,535262
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-197764,1683686,47,1
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-543094,934500,-1470,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
