"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",24345677,0,1,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",22058931,0,292453912,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13393965,0,1,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",1794012,4841531,18193642,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1315549,7787177,-11495,23318
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",1268421,3320133,7978022,30272617
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1066247,0,12721229,0
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1011250,0,1,0
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",973490,934500,1228,2169
"kanzi.entropy.FPAQEncoder.flush()",817799,0,5307805,0
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",716451,1290470,255568,535262
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",488719,0,4629866,0
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",437448,1683686,0,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",366951,0,5307805,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",336615,1403889,-90099,1382349
"kanzi.transform.TextCodec.isDelimiter(byte)",140093,1082185,0,13861126
"kanzi.transform.TextCodec$TextCodec1.reset(int)",123198,0,1,0
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",113305,600885,551944,2977117
"kanzi.transform.TextCodec.isText(byte)",89465,15240674,0,100005616
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",85780,1350314,23264,12697965
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",66432,243889,638848,2539457
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",46696,111359,255559,535018
"kanzi.transform.DivSufSort.trIlg(int)",36903,287614,497087,2923260
"kanzi.transform.DivSufSort$TRBudget.check(int)",32948,109845,407063,1121148
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",29535,38273,-1027,1028
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",25219,0,1,0
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",24721,197945,94433,895009
"kanzi.transform.DivSufSort$Stack.pop()",24445,404963,538482,3947293
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",22095,683166,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",14601,44027,150844,335626
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",11715,84152,0,1
