"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",42558971,0,48,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",35924254,0,348501984,0
"java.lang.Thread.yield()",20726204,0,37391574,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",20538166,0,48,0
"kanzi.transform.TextCodec.isText(byte)",8623659,15240674,6053,100005616
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6878936,0,48,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",6724831,32867,47,1
"kanzi.transform.TextCodec.isLowerCase(byte)",3825747,7055582,6053,100005616
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",3210379,7787177,136545,23318
"java.util.concurrent.atomic.AtomicInteger.get()",2872447,0,37391680,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2703599,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2610715,0,25000000,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",2456593,2221062,427841,1170187
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2051067,0,48,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",1701990,4841531,-5056951,62866167
"kanzi.entropy.FPAQEncoder.flush()",1458149,0,6495242,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1310141,0,11770397,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",958460,3320133,1814853,30272617
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",823861,1403889,655622,1382349
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",687603,0,4652707,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",640282,0,6495242,0
"kanzi.transform.TextCodec.isDelimiter(byte)",558640,1082185,-20,13861126
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",345291,683166,47,1
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",307021,1350314,-927568,12697965
"kanzi.transform.DivSufSort$Stack.pop()",281477,404963,1106578,3947293
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",163960,246319,47,1
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",152377,600885,514317,2977117
"kanzi.transform.DivSufSort.trIlg(int)",144634,287614,532986,2923260
