"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",3933496,0,3052,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",1845237,30492,3048,1
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1629917,0,25000000,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",1626567,2221062,1891005,1170187
"kanzi.util.hash.XXHash32.round(int, int)",1584382,0,25000000,0
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",1533969,2831974,2024,1028
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",1397420,39947,21331968,524288
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",1252643,2462807,20584344,33678300
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",716657,683166,3051,1
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",513246,956931,3051,1
"java.lang.Thread.yield()",480843,0,891665,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",478109,878841,5075,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",381163,844488,3274065,5283283
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",319696,6502,2097908,21149
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",199727,368975,3274065,5283283
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",198410,147014,3051,1
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",164341,397993,3231797,5266221
"kanzi.transform.DivSufSort.ssIlg(int)",152296,89948,1945757,879443
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",141307,32867,3051,1
"kanzi.transform.DivSufSort$Stack.pop()",130550,404963,1906259,3947293
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",106651,38273,5076,1028
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",81553,246319,3051,1
"kanzi.entropy.ANSRangeEncoder.encode(byte[ ], int, int)",77573,1390,3051,1
"kanzi.transform.DivSufSort.<init>()",76690,0,3052,0
"java.util.concurrent.atomic.AtomicInteger.get()",65736,0,899295,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",57425,0,2,0
"kanzi.entropy.ANSRangeEncoder$Symbol.<init>()",51033,0,781312,0
"kanzi.transform.DivSufSort$StackElement.<init>(kanzi.transform.DivSufSort$1)",50829,0,341824,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",47824,17816,658053,211095
"kanzi.entropy.ANSRangeEncoder.encodeHeader(int, int[ ], int[ ], int)",47186,18020,2024,1028
"kanzi.entropy.ANSRangeEncoder.updateFrequencies(int[ ][ ], int)",41872,21152,2024,1028
"kanzi.entropy.ANSRangeEncoder$Symbol.reset(int, int, int)",36612,15874,504278,197858
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",35419,0,3052,0
"kanzi.Global.log2_1024(int)",33244,0,407357,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",31785,0,9156,0
"kanzi.transform.DivSufSort.reset()",30938,0,3052,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",29724,0,1526,0
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",25381,462712,125779,4625539
"kanzi.transform.DivSufSort$StackElement.<init>()",22968,0,341824,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",17327,0,12210,0
"java.util.HashMap.<init>(java.util.Map)",9894,0,3052,0
"kanzi.transform.BWTBlockCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9857,0,3052,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9335,0,3052,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",9131,0,3053,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",8456,0,21386,0
"java.lang.Integer.numberOfLeadingZeros(int)",7507,0,96534,0
"kanzi.entropy.ANSRangeEncoder.<init>(kanzi.OutputBitStream, int, java.util.Map)",7158,0,3052,0
"java.io.OutputStream.close()",7084,32813,0,1
"java.lang.Integer.valueOf(int)",6872,0,33581,0
"kanzi.transform.DivSufSort.trIlg(int)",6402,287614,227742,2923260
"kanzi.transform.Sequence.getMaxEncodedLength(int)",6286,0,6104,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",5161,0,12210,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",4531,0,18314,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",4302,0,12208,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",3750,0,3052,0
