"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",47737213,0,6,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",39593632,0,314661608,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",22692807,0,6,0
"java.lang.Thread.yield()",11117096,0,16745289,0
"kanzi.transform.TextCodec.isText(byte)",10744757,15240674,644,100005616
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7364374,0,6,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",6236254,7787177,13814,23318
"kanzi.transform.TextCodec.isLowerCase(byte)",4627518,7055582,644,100005616
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",4495241,32867,5,1
"kanzi.transform.DivSufSort.swapInSA(int, int)",4293867,4841531,8777786,62866167
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2889089,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2876070,0,25000000,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",2402013,3320133,2965126,30272617
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2154354,0,6,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",1825383,2221062,91134,1170187
"java.util.concurrent.atomic.AtomicInteger.get()",1774508,0,16745302,0
"kanzi.entropy.FPAQEncoder.flush()",1582210,0,5804795,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1476068,0,12443940,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",1001562,1403889,321592,1382349
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",737742,934500,71,2169
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",716750,0,5804795,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",692457,0,4600345,0
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",537865,1683686,5,1
"kanzi.transform.TextCodec.isDelimiter(byte)",501263,1082185,-3,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",480212,1350314,-254025,12697965
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",456216,1290470,11796,535262
"kanzi.transform.DivSufSort$Stack.pop()",449363,404963,741806,3947293
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",369102,683166,5,1
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",360079,600885,529927,2977117
