"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",492139104,0,603245248,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",198229102,0,75405656,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",192129674,0,603245248,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",172808943,0,603245248,0
"kanzi.Global.squash(int)",170498354,3011,603295606,3895
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",86805941,0,603245248,0
"java.lang.Thread.yield()",86193032,0,114903425,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",81852437,0,599755460,0
"kanzi.Global.positiveOrNull(int)",76132779,0,595251289,0
"kanzi.entropy.TPAQPredictor.get()",72475630,0,603245248,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",32002324,0,223949800,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",30654545,0,226216968,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",29476771,32867,1525,1
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",24925125,0,1526,0
"kanzi.transform.TextCodec.isText(byte)",14923556,15240674,-1317510,100005616
"kanzi.entropy.TPAQPredictor.findMatch()",14856622,0,75405656,0
"java.util.concurrent.atomic.AtomicInteger.get()",12074383,0,114906783,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",11709775,0,1526,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7827991,0,1526,0
"kanzi.transform.TextCodec.isLowerCase(byte)",7183701,7055582,-1317510,100005616
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",5518376,0,1526,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3263150,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",3096296,0,25000000,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",2159262,0,7507803,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",1892203,0,1510,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1427885,0,9428160,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",1411359,39947,10300416,524288
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",1025214,0,7507803,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",988978,0,4711686,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",984672,0,1526,0
"kanzi.transform.TextCodec.isDelimiter(byte)",781258,1082185,-138058,13861126
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",319717,147014,1525,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",239990,38273,2024,1028
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",229602,1350314,-3270039,12697965
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",187398,0,1526,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",117499,0,5,0
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",103457,0,390656,0
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",92904,0,1526,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",71812,0,1526,0
"kanzi.Global.log2_1024(int)",60620,0,237764,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",43181,0,305,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",32241,0,6106,0
"java.lang.Math.min(int, int)",28478,0,12483,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",27859,0,177054,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",19205,0,9165,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",15350,0,6106,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",11756,0,1526,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",8766,0,6104,0
"kanzi.transform.TextCodec.getMaxEncodedLength(int)",8686,0,3052,0
"java.lang.Integer.valueOf(int)",8430,0,16795,0
"java.lang.Integer.numberOfLeadingZeros(int)",8220,0,60319,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",8132,0,1526,0
"java.io.PrintStream.println(java.lang.String)",7499,0,23,0
"kanzi.transform.TextCodec$TextCodec1.<init>(java.util.Map)",6739,0,1526,0
"kanzi.Event.getTime()",6076,0,6104,0
"kanzi.entropy.BinaryEntropyEncoder.<init>(kanzi.OutputBitStream, kanzi.Predictor)",5663,0,1526,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",5335,0,13736,0
"java.lang.String.equals(java.lang.Object)",5208,0,7992,0
"java.util.HashMap.<init>(java.util.Map)",4823,0,1526,0
"java.util.Map.remove(java.lang.Object)",4676,0,1536,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",4570,0,3052,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean, long)",4467,0,6106,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",4345,0,1527,0
"java.util.Map.get(java.lang.Object)",3917,0,4587,0
"java.lang.String.toUpperCase()",3560,0,1537,0
"java.lang.Enum.<init>(java.lang.String, int)",2825,0,19,0
"kanzi.Global.log2(int)",2797,0,6088,0
"java.lang.System.nanoTime()",2655,0,6110,0
"kanzi.bitstream.DefaultOutputBitStream.close()",2538,0,1527,0
"kanzi.Event.getType()",2113,0,15270,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2035,0,1526,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",1168,878841,2023,1029
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-5767,368975,-1989146,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-16033,397993,-1977878,5266221
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-36832,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-52059,844488,-1989146,5283283
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
