"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",48135007,0,38220938,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",42329322,0,368954747,0
"java.lang.Thread.yield()",35151732,0,63121941,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",29014518,0,38220362,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17502990,0,96,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",11147212,32867,95,1
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",9127309,0,38220362,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",9121927,0,87177608,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",8968581,0,38220362,0
"kanzi.transform.TextCodec.isText(byte)",8037431,15240674,12240,100005616
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6544774,0,96,0
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",6395142,13464763,95,1
"java.util.concurrent.atomic.AtomicInteger.get()",4699698,0,63122149,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",4490845,0,43214103,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",4074855,0,38220362,0
"java.lang.Math.min(int, int)",3903452,0,38222289,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",3741369,0,4993261,0
"kanzi.transform.TextCodec.isLowerCase(byte)",3620669,7055582,12240,100005616
"kanzi.util.hash.XXHash32.round(int, int)",2509966,0,25000000,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",1135416,0,9986714,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",856468,0,7580840,0
"java.lang.Integer.numberOfTrailingZeros(int)",719181,0,6771762,0
"kanzi.transform.TextCodec.isDelimiter(byte)",537085,1082185,-36,13861126
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",248105,462712,76523,4625539
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",223090,0,96,0
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",168618,1039165,-1678739,12697965
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",121545,39947,943104,524288
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",114427,147014,95,1
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",80775,1350314,-1678739,12697965
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",71867,38273,-932,1028
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",15118,0,96,0
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",4905,0,96,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",4149,0,6,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",4099,0,96,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",3867,0,96,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",3811,0,16,0
"kanzi.Global.log2_1024(int)",3061,0,18568,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",2084,0,96,0
"java.lang.Integer.numberOfLeadingZeros(int)",1128,0,8821,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",1111,0,1,0
"java.lang.String.contains(java.lang.CharSequence)",997,0,96,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",911,0,505,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",848,0,674,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",722,0,2,0
"kanzi.Global.positiveOrNull(int)",683,0,3895,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",677,0,192,0
"java.util.HashMap.<init>(java.util.Map)",663,0,96,0
"kanzi.transform.TextCodec.isUpperCase(byte)",551,0,5487,0
"java.io.PrintStream.println(java.lang.String)",442,0,7,0
"java.lang.Integer.valueOf(int)",434,0,489,0
"kanzi.transform.TextCodec.<clinit>()",371,0,1,0
"java.lang.String.split(java.lang.String)",358,0,3,0
"java.lang.String.equals(java.lang.Object)",336,0,456,0
"java.lang.String.toUpperCase()",333,0,107,0
"kanzi.transform.ROLZCodec$ROLZEncoder.dispose()",315,0,96,0
"kanzi.bitstream.DefaultOutputBitStream.close()",312,0,97,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",304,0,96,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",288,0,2303,0
"java.lang.Math.max(int, int)",287,0,657,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",287,0,97,0
"kanzi.Global.log2(int)",279,0,384,0
"kanzi.transform.FSDCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",278,0,96,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",247,0,96,0
"java.lang.Character.valueOf(char)",240,0,1,0
"kanzi.entropy.NullEntropyEncoder.encode(byte[ ], int, int)",225,0,96,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-39926,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-73893,368975,-1924551,5283283
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-110867,397993,-1907657,5266221
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-176473,878841,-837,1029
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-215298,844488,-1924551,5283283
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
