"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",29078905,0,36515491,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",25907781,0,352813444,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",18709685,0,36515203,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",10543494,0,48,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",5758232,0,36515203,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",5498124,0,36515203,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",4105977,0,59898491,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",2774155,0,41350248,0
"java.lang.Math.min(int, int)",2412596,0,36516938,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",2406806,0,36515203,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",2296036,0,4834805,0
"java.lang.Thread.yield()",2170894,0,3997538,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",729778,0,9669706,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",677185,32867,47,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",481715,0,7247271,0
"java.lang.Integer.numberOfTrailingZeros(int)",431973,0,6641991,0
"java.util.concurrent.atomic.AtomicInteger.get()",268228,0,3997650,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",174335,147014,47,1
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",111539,0,48,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",83174,39947,1000448,524288
"kanzi.transform.TextCodec$TextCodec2.reset(int)",71749,30492,47,1
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",8685,0,48,0
"java.lang.String.contains(java.lang.CharSequence)",8524,0,48,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3268,0,48,0
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",3226,0,48,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",2775,0,16,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",2229,0,3,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",1594,0,48,0
"java.io.PrintStream.println(java.lang.String)",679,0,14,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",671,0,2,0
"kanzi.transform.TextCodec.isUpperCase(byte)",613,0,5487,0
"kanzi.Global.positiveOrNull(int)",570,0,3895,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",508,0,338,0
"java.util.HashMap.<init>(java.util.Map)",449,0,48,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",425,0,263,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",422,0,1,0
"kanzi.transform.TextCodec.<clinit>()",392,0,1,0
"java.lang.String.split(java.lang.String)",346,0,3,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",323,0,96,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",278,0,49,0
"java.lang.String.equals(java.lang.Object)",273,0,374,0
"java.lang.Integer.intValue()",271,0,104,0
"java.lang.Integer.valueOf(int)",266,0,249,0
"java.lang.Character.valueOf(char)",219,0,1,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",190,0,1,0
"java.lang.Integer.numberOfLeadingZeros(int)",174,0,192,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",155,0,48,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",155,0,2049,0
"java.lang.Math.max(int, int)",152,0,321,0
"java.util.Map.keySet()",152,0,1,0
"java.lang.Float.valueOf(float)",149,0,1,0
