"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",20003314,0,37715080,0
"kanzi.transform.ROLZCodec$ROLZCodec1.findMatch(kanzi.SliceByteArray, int)",14428305,0,33296524,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",6100402,32867,1,1
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",5118480,0,33296524,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",5067055,0,77589706,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",4989938,0,33296524,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",3917429,0,2,0
"kanzi.transform.ROLZCodec$ROLZCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2973357,0,2,0
"java.util.concurrent.atomic.AtomicInteger.get()",2753827,0,37715085,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",2192075,0,33296524,0
"java.lang.Math.min(int, int)",2187221,0,33298341,0
"kanzi.util.hash.XXHash32.round(int, int)",1594994,0,25000000,0
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",458883,2462807,4167848,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",441569,2831974,-759,1028
"java.lang.Integer.numberOfTrailingZeros(int)",333021,0,5202269,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",209362,878841,-753,1029
"java.io.ByteArrayOutputStream.<init>(int)",208121,31715,3,1
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",189464,844488,1525384,5283283
"kanzi.entropy.EntropyUtils$FreqSortData.compareTo(java.lang.Object)",118974,26083,702072,166150
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",106850,368975,1525384,5283283
"kanzi.Global.computeHistogramOrder1(byte[ ], int, int, int[ ][ ], boolean)",90567,0,20,0
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",86528,397993,1509310,5266221
"java.util.Collections.sort(java.util.List)",84125,23125,378,277
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",76982,15822,536569,1818
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",68583,147014,1,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",57986,38273,-762,1028
