"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4060844,0,6104,0
"java.lang.Thread.yield()",2074698,0,3827591,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1667116,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",1620940,0,25000000,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",921473,878841,11179,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",756577,844488,5669781,5283283
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",646153,32867,6103,1
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",373133,368975,5669781,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",346473,397993,5673203,5266221
"java.util.concurrent.atomic.AtomicInteger.get()",285085,0,3842851,0
"java.io.OutputStream.close()",149178,32813,0,1
"java.lang.String.format(java.lang.String, java.lang.Object[ ])",92505,6808,18312,1
"java.io.PrintStream.println(java.lang.String)",79460,0,6128,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",73735,0,2,0
"java.io.OutputStream.write(byte[ ], int, int)",40872,14262,11129,1460
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",39917,0,24418,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",39024,0,3052,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",30987,0,6105,0
"kanzi.io.CompressedOutputStream.processBlock()",20496,4846,3051,1
"java.util.HashMap.<init>(java.util.Map)",8848,0,6104,0
"java.lang.Integer.valueOf(int)",8427,0,61049,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",7488,0,24440,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",7177,0,24418,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",6745,0,12208,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",6425,0,24416,0
"kanzi.Event.getType()",5697,0,61050,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean, long)",5243,0,24418,0
"java.lang.Long.valueOf(long)",5132,0,36626,0
"java.io.InputStream.read(byte[ ], int, int)",4496,17930,0,1527
"java.lang.System.nanoTime()",4265,0,24422,0
"kanzi.Event.getId()",4174,0,24418,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",4033,0,6104,0
"java.lang.StringBuilder.append(java.lang.String)",3929,0,18361,0
"kanzi.Global.log2(int)",3903,0,12208,0
"java.util.Map.remove(java.lang.Object)",3718,0,6114,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",3461,0,30902,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",3355,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.close()",3353,0,6105,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",2932,0,12208,0
"kanzi.Event.getTime()",2632,0,24416,0
"kanzi.Event.getHash()",2540,0,12208,0
"java.io.ByteArrayOutputStream.<init>(int)",2471,31715,6103,1
"java.lang.Integer.toHexString(int)",2468,0,6104,0
"java.util.Map.get(java.lang.Object)",2232,0,12217,0
"kanzi.entropy.NullEntropyEncoder.encode(byte[ ], int, int)",2172,0,6104,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",2111,0,6106,0
"java.lang.Math.min(int, int)",1982,0,15261,0
"kanzi.transform.NullTransform.doCopy(kanzi.SliceByteArray, kanzi.SliceByteArray)",1978,0,6104,0
"kanzi.Event.getSize()",1861,0,18312,0
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",1800,15822,23457,1818
"kanzi.io.CompressedOutputStream$CustomByteArrayOutputStream.<init>(byte[ ], int)",1618,0,6104,0
"java.util.concurrent.atomic.AtomicBoolean.getAndSet(boolean)",1590,0,3053,0
"java.util.List.iterator()",1508,0,3053,0
"java.lang.Integer.numberOfLeadingZeros(int)",1507,0,12208,0
"java.lang.Math.min(long, long)",1483,0,12208,0
"kanzi.transform.NullTransform.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1452,0,6104,0
"kanzi.Global.computeJobsPerTask(int[ ], int, int)",1308,0,3052,0
"java.lang.StringBuilder.toString()",1307,0,6127,0
"java.util.List.toArray(java.lang.Object[ ])",1273,0,3054,0
"java.util.Iterator.hasNext()",1235,0,9161,0
"java.util.List.size()",1183,0,6109,0
"java.util.List.add(java.lang.Object)",1128,0,6107,0
"java.lang.StringBuilder.<init>()",1102,0,6127,0
"kanzi.io.CompressedOutputStream$EncodingTask.<init>(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int, kanzi.OutputBitStream, kanzi.util.hash.XXHash32, java.util.concurrent.atomic.AtomicInteger, kanzi.Listener[ ], java.util.Map)",1064,0,6104,0
"kanzi.entropy.NullEntropyEncoder.<init>(kanzi.OutputBitStream)",1052,0,6104,0
"kanzi.transform.NullTransform.getMaxEncodedLength(int)",1030,0,12208,0
"java.util.concurrent.atomic.AtomicInteger.incrementAndGet()",973,0,6104,0
"kanzi.transform.Sequence.getNbFunctions()",888,0,6104,0
"java.util.Iterator.next()",888,0,6107,0
"kanzi.transform.Sequence.<init>(kanzi.ByteTransform[ ])",859,0,6104,0
"kanzi.Global.positiveOrNull(int)",845,0,3895,0
"kanzi.transform.TransformFactory.<init>()",822,0,6106,0
"java.util.ArrayList.<init>(int)",819,0,3054,0
"java.lang.Boolean.valueOf(boolean)",809,0,6110,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",801,0,2,0
"java.util.concurrent.Future.get()",801,0,6104,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",787,0,1,0
"kanzi.app.InfoPrinter$BlockInfo.<init>()",787,0,6104,0
"kanzi.entropy.NullEntropyEncoder.dispose()",784,0,6104,0
"kanzi.transform.NullTransform.<init>(java.util.Map)",770,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",-5584,17816,-89005,211095
