"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",4706963,0,7816164,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",1690873,32867,6103,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",1419375,878841,11179,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1232374,844488,5667111,5283283
"java.util.concurrent.atomic.AtomicInteger.get()",728590,0,7830407,0
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",556039,368975,5667111,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",520106,397993,5673203,5266221
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",97076,38273,5076,1028
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",90900,0,6104,0
"kanzi.Global.log2_1024(int)",77905,0,690309,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",71903,0,3,0
"java.io.OutputStream.write(byte[ ], int, int)",65429,14262,11129,1460
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",36266,0,6105,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",34608,0,24418,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",29140,0,2035,0
"kanzi.io.CompressedOutputStream.processBlock()",18354,4846,2034,1
"java.lang.Integer.numberOfLeadingZeros(int)",12838,0,125678,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",12190,0,24416,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean, long)",11130,0,24418,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",10660,0,24418,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",10179,0,12208,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",8861,0,24440,0
"java.util.HashMap.<init>(java.util.Map)",8856,0,6104,0
"java.lang.Integer.valueOf(int)",7623,0,42737,0
"java.io.InputStream.read(byte[ ], int, int)",7318,17930,0,1527
"java.lang.System.nanoTime()",6907,0,24422,0
"kanzi.Event.getType()",6322,0,61050,0
"java.util.Map.remove(java.lang.Object)",5014,0,6114,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",4712,0,6104,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",4589,0,6104,0
"kanzi.Event.getId()",4500,0,24418,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",4424,0,30902,0
"kanzi.bitstream.DefaultOutputBitStream.close()",4215,0,6105,0
"kanzi.Global.log2(int)",3967,0,12208,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",3858,0,12208,0
"kanzi.Event.getTime()",3348,0,24416,0
"java.io.ByteArrayOutputStream.<init>(int)",3198,31715,6103,1
"kanzi.entropy.NullEntropyEncoder.encode(byte[ ], int, int)",2455,0,6104,0
"kanzi.transform.NullTransform.doCopy(kanzi.SliceByteArray, kanzi.SliceByteArray)",2427,0,6104,0
"java.util.Map.get(java.lang.Object)",2332,0,12217,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",2313,0,6106,0
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",2209,15822,23519,1818
"kanzi.Event.getSize()",2190,0,18312,0
"kanzi.io.CompressedOutputStream$CustomByteArrayOutputStream.<init>(byte[ ], int)",1990,0,6104,0
"java.lang.Math.min(int, int)",1933,0,14244,0
"kanzi.transform.NullTransform.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1728,0,6104,0
"java.lang.Math.min(long, long)",1690,0,12208,0
"kanzi.io.CompressedOutputStream$EncodingTask.<init>(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int, kanzi.OutputBitStream, kanzi.util.hash.XXHash32, java.util.concurrent.atomic.AtomicInteger, kanzi.Listener[ ], java.util.Map)",1667,0,6104,0
"java.lang.StringBuilder.<init>()",1636,0,6127,0
"kanzi.transform.NullTransform.getMaxEncodedLength(int)",1375,0,12208,0
"java.util.concurrent.atomic.AtomicBoolean.getAndSet(boolean)",1374,0,2036,0
"kanzi.entropy.NullEntropyEncoder.<init>(kanzi.OutputBitStream)",1218,0,6104,0
"java.util.Iterator.hasNext()",1124,0,8144,0
"java.util.concurrent.atomic.AtomicInteger.incrementAndGet()",1123,0,6104,0
"kanzi.transform.Sequence.getNbFunctions()",1091,0,6104,0
"java.util.List.iterator()",1071,0,2036,0
"kanzi.transform.NullTransform.<init>(java.util.Map)",1068,0,6104,0
"java.util.List.toArray(java.lang.Object[ ])",1053,0,2037,0
"java.lang.Boolean.valueOf(boolean)",1048,0,6110,0
"kanzi.transform.TransformFactory.<init>()",1043,0,6106,0
"kanzi.Global.computeJobsPerTask(int[ ], int, int)",1012,0,2035,0
"kanzi.app.InfoPrinter$BlockInfo.<init>()",1007,0,6104,0
"java.io.OutputStream.flush()",995,0,6105,0
"java.util.List.add(java.lang.Object)",985,0,6107,0
"kanzi.transform.Sequence.<init>(kanzi.ByteTransform[ ])",948,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.written()",902,0,6108,0
"kanzi.entropy.NullEntropyEncoder.dispose()",898,0,6104,0
"java.util.ArrayList.<init>(int)",882,0,2037,0
"java.util.Iterator.next()",870,0,6107,0
"kanzi.entropy.EntropyCodecFactory.<init>()",846,0,6104,0
"java.util.List.size()",838,0,4075,0
"java.io.PrintStream.println(java.lang.String)",829,0,23,0
"kanzi.transform.Sequence.getSkipFlags()",823,0,6104,0
"kanzi.Global.positiveOrNull(int)",783,0,3895,0
"java.lang.Boolean.booleanValue()",782,0,6108,0
"kanzi.app.InfoPrinter.<init>(int, kanzi.app.InfoPrinter$Type, java.io.PrintStream)",767,0,1,0
"java.util.concurrent.Future.get()",767,0,6104,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",752,0,2,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",-4791,17816,-116469,211095
"java.io.OutputStream.close()",-20534,32813,0,1
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-38723,43035,0,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",-39947,39947,-524288,524288
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",-147014,147014,-1,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.transform.TextCodec.isDelimiter(byte)",-1082185,1082185,-13861126,13861126
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-1350314,1350314,-12697965,12697965
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.TextCodec.isLowerCase(byte)",-7055582,7055582,-100005616,100005616
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
"kanzi.transform.TextCodec.isText(byte)",-15240674,15240674,-100005616,100005616
