"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",25662785,0,31922269,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",23387664,0,310020441,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",17514096,0,31922251,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9554045,0,3,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",5484501,0,31922251,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",5344872,0,31922251,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3830783,0,54529363,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",2465612,0,36466270,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",2195353,0,4544004,0
"java.lang.Math.min(int, int)",2151193,0,31923791,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",2122495,0,31922251,0
"java.lang.Thread.yield()",1057097,0,2013859,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",606524,0,9088014,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",446855,0,6532170,0
"java.lang.Integer.numberOfTrailingZeros(int)",431149,0,6375146,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",382134,32867,2,1
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",197585,0,3,0
"java.util.concurrent.atomic.AtomicInteger.get()",133790,0,2013866,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",97247,147014,2,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",83394,38273,-1025,1028
"kanzi.transform.TextCodec$TextCodec2.reset(int)",80502,30492,2,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",52108,39947,260096,524288
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",11330,0,3,0
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",2032,0,3,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",1695,0,1,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",1476,0,3,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",781,0,2,0
"java.io.PrintStream.println(java.lang.String)",637,0,14,0
"kanzi.transform.TextCodec.isUpperCase(byte)",577,0,5487,0
"kanzi.transform.TextCodec.<clinit>()",534,0,1,0
"kanzi.transform.TransformFactory.getTypeToken(java.lang.String)",514,0,6,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",492,0,1,0
"java.lang.String.split(java.lang.String)",402,0,3,0
"kanzi.Global.positiveOrNull(int)",342,0,3895,0
"kanzi.Global.log2_1024(int)",269,0,614,0
"java.lang.String.equals(java.lang.Object)",267,0,345,0
"java.lang.Character.valueOf(char)",247,0,1,0
"java.lang.String.hashCode()",222,0,7,0
"java.lang.Integer.numberOfLeadingZeros(int)",210,0,576,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",201,0,3,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",184,0,1,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",142,0,1710,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",120,0,23,0
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",117,0,3,0
"java.lang.Float.valueOf(float)",111,0,1,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",107,0,4,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",105,0,39,0
"java.util.Map.keySet()",103,0,1,0
"java.lang.String.getBytes()",94,0,4,0
"java.util.Set.iterator()",82,0,1,0
"java.lang.Math.max(int, int)",76,0,21,0
"java.lang.Integer.valueOf(int)",65,0,24,0
"java.nio.file.FileSystem.getPath(java.lang.String, java.lang.String[ ])",59,0,2,0
"java.lang.String.startsWith(java.lang.String)",50,0,73,0
"kanzi.app.Kanzi.<clinit>()",47,0,1,0
"java.lang.Boolean.valueOf(boolean)",46,0,12,0
"java.util.HashMap.<init>(java.util.Map)",45,0,3,0
"java.util.Map.get(java.lang.Object)",44,0,12,0
"java.io.FileInputStream.<init>(java.lang.String)",44,0,1,0
"java.lang.String.contains(java.lang.CharSequence)",41,0,3,0
"java.lang.String.valueOf(long)",40,0,1,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-29810,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-50656,462712,-23256,4625539
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-146499,1039165,-160877,12697965
"kanzi.transform.TextCodec.isDelimiter(byte)",-150724,1082185,-1,13861126
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",-222584,1350314,-160877,12697965
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-367873,368975,-5283272,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-397993,397993,-5266221,5266221
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec.isLowerCase(byte)",-426385,7055582,258,100005616
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-612291,13464763,2,1
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-843849,844488,-5283272,5283283
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-878242,878841,-1020,1029
"kanzi.transform.TextCodec.isText(byte)",-917584,15240674,258,100005616
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
