"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"java.lang.Thread.yield()",12223452,0,20377500,0
"kanzi.transform.TextCodec.isText(byte)",8596392,15240674,12240,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",6785314,13464763,95,1
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6720831,0,96,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",4181942,32867,95,1
"kanzi.transform.TextCodec.isLowerCase(byte)",3907499,7055582,12240,100005616
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",3114879,2831974,356,1028
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",2760700,2221062,821399,1170187
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2690514,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2609190,0,25000000,0
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",2515375,2462807,9903896,33678300
"java.util.concurrent.atomic.AtomicInteger.get()",1821920,0,20377712,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",1041558,3320133,2568669,30272617
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",801099,956931,95,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",697289,878841,451,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",560072,844488,890288,5283283
"kanzi.transform.TextCodec.isDelimiter(byte)",553665,1082185,-36,13861126
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",521436,1403889,523543,1382349
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",408896,683166,95,1
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",286661,368975,890288,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",254606,397993,883666,5266221
"kanzi.transform.DivSufSort$Stack.pop()",245889,404963,1048005,3947293
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",238447,462712,76523,4625539
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",216962,1039165,-1678739,12697965
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",203438,147014,95,1
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",169172,246319,95,1
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",169020,6502,656067,21149
