"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",465182682,0,562975112,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",188240791,0,70371889,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",178244714,0,562975112,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",163434207,0,562975112,0
"kanzi.Global.squash(int)",163095376,3011,562987718,3895
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",83529517,0,562975112,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",80927548,0,559347548,0
"java.lang.Thread.yield()",73244997,0,109194873,0
"kanzi.Global.positiveOrNull(int)",72142059,0,556143616,0
"kanzi.entropy.TPAQPredictor.get()",68315893,0,562975112,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",31701588,0,226572247,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",29836361,0,211115667,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",25922711,32867,381,1
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",24738156,0,382,0
"kanzi.entropy.TPAQPredictor.findMatch()",14647909,0,70371889,0
"kanzi.transform.TextCodec.isText(byte)",14183520,15240674,-431154,100005616
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",11638469,0,382,0
"java.util.concurrent.atomic.AtomicInteger.get()",10311894,0,109195692,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",8145010,0,382,0
"kanzi.transform.TextCodec.isLowerCase(byte)",6534079,7055582,-431154,100005616
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3237357,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",3161883,0,25000000,0
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",2130304,0,382,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1952893,0,6765200,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1467047,0,10566767,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1116073,0,382,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",927050,0,4768015,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",897302,0,6765200,0
"kanzi.transform.TextCodec.isDelimiter(byte)",860298,1082185,-2129,13861126
"kanzi.transform.TextCodec$TextCodec1.reset(int)",516416,0,382,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",437659,1350314,-2131433,12697965
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",326390,39947,2214912,524288
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",225899,0,382,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",182053,147014,381,1
