"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",51032128,0,33751884,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",46231951,0,326911091,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",33642433,0,33751812,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",18628913,0,12,0
"kanzi.transform.TextCodec.isText(byte)",14250901,15240674,1417,100005616
"java.lang.Thread.yield()",12924306,0,18160073,0
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12404409,13464763,11,1
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",10285194,0,81471794,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",9791738,0,33751812,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",9657570,0,33751812,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",8487445,0,12,0
"kanzi.transform.TextCodec.isLowerCase(byte)",6573099,7055582,1417,100005616
"java.lang.Math.min(int, int)",4726515,0,33753389,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",4637158,0,38380699,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",4254849,0,4628827,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",4247007,0,33751812,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",4022307,32867,11,1
"kanzi.util.hash.XXHash32.round(int, int)",3375642,0,25000000,0
"java.util.concurrent.atomic.AtomicInteger.get()",1654411,0,18160099,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",1167677,0,9257678,0
"java.lang.Integer.numberOfTrailingZeros(int)",974684,0,6460694,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",924986,0,6785911,0
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",711383,1039165,-528840,12697965
