"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",50751072,0,191,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",41797951,0,380957784,0
"java.lang.Thread.yield()",21349743,0,39483543,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",21041705,0,191,0
"kanzi.transform.TextCodec.isText(byte)",9941254,15240674,24472,100005616
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",6919249,0,191,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",6571228,32867,190,1
"kanzi.transform.TextCodec.isLowerCase(byte)",4495680,7055582,24472,100005616
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3762930,0,191,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",3667334,2221062,756243,1170187
"java.util.concurrent.atomic.AtomicInteger.get()",2832797,0,39483964,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2798157,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2691883,0,25000000,0
"kanzi.entropy.FPAQEncoder.flush()",1704296,0,7076649,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",1633730,3320133,5518837,30272617
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",1546401,7787177,355792,23318
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1285694,0,11026502,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",752576,0,7076649,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",752125,0,4747939,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",748423,4841531,-16541966,62866167
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",733668,1403889,832169,1382349
"kanzi.transform.TextCodec.isDelimiter(byte)",693156,1082185,-68,13861126
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",502836,683166,190,1
"kanzi.transform.DivSufSort$Stack.pop()",342191,404963,1442121,3947293
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",295357,39947,2385920,524288
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",285233,1350314,-1671463,12697965
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",265956,246319,190,1
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",231239,0,188,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",224201,0,191,0
"kanzi.transform.DivSufSort.trIlg(int)",182011,287614,595893,2923260
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",176499,197945,351123,895009
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",173556,147014,190,1
"kanzi.transform.DivSufSort.ssIlg(int)",133452,89948,679169,879443
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",129740,243889,256306,2539457
"kanzi.transform.DivSufSort.trSort(int, int)",123970,232047,190,1
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",118588,600885,558340,2977117
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",79604,38273,-837,1028
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",50626,63508,139531,447834
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",48313,84152,190,1
"kanzi.transform.DivSufSort$TRBudget.check(int)",43289,109845,10676,1121148
