"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",189999859,0,75891744,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",165177115,0,607133952,0
"kanzi.entropy.CMPredictor.update(int)",80572378,0,607133952,0
"kanzi.entropy.CMPredictor.get()",76142194,0,607133952,0
"java.lang.Thread.yield()",65542716,0,112538252,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",21833124,0,6104,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",21615743,32867,6103,1
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",16097801,0,12208,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",13048973,0,103217210,0
"kanzi.transform.TextCodec.isText(byte)",11577485,15240674,-232633,100005616
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",11173631,0,6104,0
"java.util.concurrent.atomic.AtomicInteger.get()",9077006,0,112551478,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",7400260,0,6104,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",7092380,0,6072,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",5400874,2221062,1912169,1170187
"kanzi.transform.TextCodec.isLowerCase(byte)",5332155,7055582,-232633,100005616
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",5307781,39947,43000832,524288
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",4257937,0,6143684,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3006780,0,25025472,0
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",2938513,3320133,11861195,30272617
"kanzi.util.hash.XXHash32.round(int, int)",2871369,0,25000000,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",2496537,0,9132056,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",2165159,683166,6103,1
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1135197,0,9027099,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",1125851,0,9132056,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",865846,0,4666537,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",790279,147014,6103,1
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",581296,6502,2008519,21149
"kanzi.entropy.CMPredictor.<init>()",564530,0,6104,0
"kanzi.transform.TextCodec.isDelimiter(byte)",548488,1082185,-129608,13861126
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",527943,1403889,746355,1382349
"kanzi.transform.DivSufSort$Stack.pop()",463763,404963,1897542,3947293
"kanzi.transform.DivSufSort.ssIlg(int)",316800,89948,1916424,879443
"java.io.PrintStream.println(java.lang.String)",304733,0,24440,0
"java.util.Arrays.fill(int[ ], int)",290972,0,1563642,0
"kanzi.transform.DivSufSort.<init>()",240516,0,6104,0
"kanzi.transform.DivSufSort$StackElement.<init>(kanzi.transform.DivSufSort$1)",193368,0,683648,0
"kanzi.transform.DivSufSort.trIlg(int)",166935,287614,181068,2923260
"kanzi.transform.DivSufSort.trSort(int, int)",152266,232047,6103,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",145471,878841,11179,1029
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",136924,0,6104,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",119369,0,18312,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",110309,0,6,0
"kanzi.Global.log2_1024(int)",97619,0,690309,0
"java.io.PrintStream.println(java.lang.Object)",96324,0,6106,0
"kanzi.Event.toString()",90053,0,24418,0
"kanzi.transform.DivSufSort$StackElement.<init>()",82717,0,683648,0
"kanzi.transform.DivSufSort.reset()",77540,0,6104,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",75874,0,24418,0
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",71415,84152,6103,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",69966,38273,5076,1028
