"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",280299208,0,490050376,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",130475564,0,61256297,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",125375756,0,490050376,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",115765180,0,490050376,0
"kanzi.Global.squash(int)",115329490,3011,490050574,3895
"java.lang.Thread.yield()",85295620,0,149377272,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",61014007,0,490050376,0
"kanzi.Global.positiveOrNull(int)",52555575,0,474099455,0
"kanzi.entropy.TPAQPredictor.get()",49703734,0,490050376,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",29523650,0,240271548,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",28243903,32867,5,1
"kanzi.entropy.TPAQPredictor.createContext(int, int)",21292807,0,183768891,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17747264,0,6,0
"kanzi.entropy.TPAQPredictor.findMatch()",13562914,0,61256297,0
"java.util.concurrent.atomic.AtomicInteger.get()",11484537,0,149377286,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",7857902,0,6,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",5838594,0,6,0
"kanzi.transform.TextCodec.isText(byte)",5504376,15240674,-480048,100005616
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",4937701,0,44429832,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",2453130,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",2389990,0,25000000,0
"kanzi.transform.TextCodec.isLowerCase(byte)",2312399,7055582,-480048,100005616
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1430224,0,12442141,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",1307012,0,5295460,0
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",917755,0,6,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",643571,0,4598443,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",588491,0,5295460,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",573554,0,6,0
"kanzi.transform.TextCodec.isDelimiter(byte)",300688,1082185,-2010,13861126
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",201889,1350314,-256059,12697965
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",149746,38273,-1016,1028
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",123578,0,6,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",109010,147014,5,1
"kanzi.transform.TextCodec$TextCodec1.reset(int)",93609,0,6,0
"kanzi.transform.TextCodec$TextCodec1.expandDictionary()",51852,0,6,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",46668,39947,257024,524288
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17269,0,6,0
"kanzi.transform.RLT.emitRunLength(byte[ ], int, int, int, byte, byte)",17269,0,177070,0
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",8781,0,98304,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",1866,0,1,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",1107,0,1,0
"kanzi.transform.X86Codec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",986,0,6,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",703,0,2,0
"kanzi.transform.TextCodec.isUpperCase(byte)",677,0,5487,0
"java.io.PrintStream.println(java.lang.String)",585,0,14,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",457,0,56,0
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",432,0,6,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",419,0,55,0
"kanzi.transform.TextCodec.<clinit>()",417,0,1,0
"java.lang.String.split(java.lang.String)",332,0,3,0
"kanzi.Global.log2_1024(int)",305,0,1215,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",275,0,6,0
"java.lang.String.equals(java.lang.Object)",262,0,390,0
"java.lang.Math.min(int, int)",258,0,1571,0
"java.lang.Character.valueOf(char)",232,0,1,0
"java.lang.Integer.numberOfLeadingZeros(int)",204,0,1125,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",189,0,1397,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",183,0,1,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",130,0,7,0
"java.util.Map.keySet()",103,0,1,0
"java.lang.Integer.valueOf(int)",101,0,51,0
"java.util.HashMap.<init>(java.util.Map)",94,0,6,0
"java.util.Set.iterator()",82,0,1,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",70,0,6,0
"java.lang.String.startsWith(java.lang.String)",65,0,75,0
"java.lang.Boolean.valueOf(boolean)",63,0,19,0
"java.lang.String.getBytes()",57,0,4,0
"java.lang.String.toUpperCase()",51,0,17,0
"kanzi.app.Kanzi.<clinit>()",48,0,1,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-34889,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-179399,368975,-3081337,5283283
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-214889,397993,-3064299,5266221
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-423078,878841,-1017,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-440352,844488,-3081337,5283283
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-462712,462712,-4625539,4625539
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-1039165,1039165,-12697965,12697965
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-13464763,13464763,-1,1
