"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",25434273,0,31922269,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",22898982,0,310020441,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",17626081,0,31922251,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",9939886,0,3,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",5383782,0,79529363,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",5063544,0,31922251,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",5054146,0,31922251,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",3848668,0,3,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",2385329,0,36466270,0
"java.lang.Math.min(int, int)",2166259,0,31923791,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",2148561,0,4544004,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",2113841,0,31922251,0
"java.lang.Thread.yield()",1801810,0,3475284,0
"kanzi.util.hash.XXHash32.round(int, int)",1570192,0,25000000,0
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",593188,0,9088014,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",562566,32867,2,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",442056,0,6532170,0
"java.lang.Integer.numberOfTrailingZeros(int)",422747,0,6375146,0
"java.util.concurrent.atomic.AtomicInteger.get()",216344,0,3475291,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",212896,0,3,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",132307,147014,2,1
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",111540,38273,-1025,1028
"kanzi.transform.TextCodec$TextCodec2.reset(int)",69712,30492,2,1
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",43781,39947,260096,524288
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",19259,1350314,-160877,12697965
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",6589,0,3,0
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",1926,0,3,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",1829,0,1,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",1352,0,3,0
"kanzi.app.Kanzi.processCommandLine(java.lang.String[ ], java.util.Map)",1000,0,1,0
"java.nio.file.Files.isRegularFile(java.nio.file.Path, java.nio.file.LinkOption[ ])",706,0,2,0
"kanzi.transform.TextCodec.isUpperCase(byte)",588,0,5487,0
"java.io.PrintStream.println(java.lang.String)",370,0,7,0
"kanzi.Global.positiveOrNull(int)",368,0,3895,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",365,0,40,0
"java.lang.String.split(java.lang.String)",355,0,3,0
"kanzi.transform.TextCodec.<clinit>()",325,0,1,0
"java.lang.String.equals(java.lang.Object)",277,0,363,0
"java.lang.Character.valueOf(char)",261,0,1,0
"kanzi.app.Kanzi.createFileList(java.lang.String, java.util.List)",204,0,1,0
"kanzi.Global.log2_1024(int)",162,0,614,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",149,0,3,0
"java.lang.Integer.numberOfLeadingZeros(int)",122,0,576,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",120,0,1710,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",107,0,4,0
"java.util.Map.keySet()",103,0,1,0
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",88,0,3,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",83,0,23,0
"java.util.Set.iterator()",81,0,1,0
"java.util.HashMap.<init>(java.util.Map)",74,0,3,0
"java.lang.String.startsWith(java.lang.String)",64,0,75,0
"java.lang.String.getBytes()",59,0,4,0
"kanzi.app.Kanzi.<clinit>()",48,0,1,0
"kanzi.SliceByteArray.<init>(byte[ ], int, int)",47,0,5,0
"java.lang.Boolean.valueOf(boolean)",45,0,13,0
"kanzi.app.Kanzi.printOut(java.lang.String, boolean)",45,0,3,0
"java.lang.String.trim()",44,0,36,0
"java.nio.file.FileSystem.getPath(java.lang.String, java.lang.String[ ])",42,0,2,0
"java.lang.String.toUpperCase()",41,0,14,0
"kanzi.transform.FSDCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",40,0,3,0
"java.lang.Integer.valueOf(int)",40,0,24,0
"java.io.FileInputStream.<init>(java.lang.String)",38,0,1,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-29237,43035,0,1
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",-40752,462712,-23256,4625539
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.TextCodec.isLowerCase(byte)",-106103,7055582,258,100005616
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",-119671,1039165,-160877,12697965
"kanzi.transform.TextCodec.isDelimiter(byte)",-128156,1082185,-1,13861126
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",-365918,368975,-5283275,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",-397993,397993,-5266221,5266221
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.TextCodec.isText(byte)",-444311,15240674,258,100005616
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-650344,13464763,2,1
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",-843811,844488,-5283275,5283283
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",-878264,878841,-1020,1029
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",-2462807,2462807,-33678300,33678300
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",-2831974,2831974,-1028,1028
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
